Richard	Bacon	South Norfolk	£20,333	£0	£18,799	£64,273	£10,834	£1,037	£759	£1,910	£1,880	£0
Adrian	Bailey	West Bromwich West	£20,314	£0	£18,791	£67,438	£7,816	£640	£1,013	£3,085	£1,837	£0
Vera	Baird	Redcar	£20,333	£0	£18,655	£68,023	£15,294	£626	£876	£2,814	£1,767	£0
Norman	Baker	Lewes	£18,544	£0	£17,316	£65,887	£6,188	£147	£1,187	£2,627	£1,876	£0
Tony	Baldry	Banbury	£17,348	£0	£16,411	£68,524	£5,886	£0	£715	£2,948	£1,497	£0
Tony	Banks	West Ham	£20,333	£0	£18,799	£74,525	£3,273	£0	£924	£2,713	£1,948	£0
Gregory	Barker	Bexhill & Battle	£20,333	£0	£18,485	£71,117	£4,055	£164	£475	£1,170	£1,961	£0
Harry	Barnes	North East Derbyshire	£20,036	£0	£13,786	£66,148	£8,380	£1,154	£771	£3,324	£1,792	£0
John	Baron	Billericay	£20,333	£0	£18,775	£71,773	£4,941	£31	£2,912	£10,768	£1,922	£0
John	Barrett	Edinburgh West	£17,082	£0	£18,799	£67,649	£13,666	£2,800	£1,839	£4,158	£1,811	£0
Kevin	Barron	Rother Valley	£20,333	£0	£18,796	£69,898	£13,659	£1,500	£271	£140	£1,556	£0
John	Battle	Leeds West	£12,594	£0	£18,792	£68,023	£11,412	£660	£667	£1,977	£1,929	£0
Hugh	Bayley	York, City of	£20,333	£0	£18,799	£68,023	£16,867	£1,201	£2,168	£5,306	£1,804	£1,137
Nigel	Beard	Bexleyheath & Crayford	£19,061	£0	£8,314	£73,063	£8,173	£0	£536	£852	£1,300	£0
Margaret	Beckett	Derby South	£13,868	£0	£18,799	£74,985	£0	£182	£1,574	£3,787	£1,852	£0
Anne	Begg	Aberdeen South	£19,924	£0	£18,790	£63,921	£15,352	£3,988	£2,344	£4,960	£1,981	£0
Roy	Beggs	East Antrim	£16,807	£0	£17,763	£64,273	£14,883	£746	£86	£275	£1,399	£0
A J	Beith	Berwick-upon-Tweed	£12,637	£0	£18,799	£63,436	£13,372	£1,553	£545	£1,807	£1,717	£0
Stuart	Bell	Middlesbrough	£20,328	£0	£8,679	£66,380	£29,570	£3,029	£471	£1,042	£1,847	£0
Henry	Bellingham	North West Norfolk	£20,333	£0	£18,799	£69,482	£9,765	£0	£1,189	£4,356	£1,901	£3,679
Hilary	Benn	Leeds Central	£9,225	£1,574	£18,411	£57,915	£8,760	£0	£1,280	£3,883	£2,053	£0
Andrew	Bennett	Denton & Reddish	£20,333	£0	£18,778	£64,273	£14,174	£538	£1,191	£4,081	£1,658	£0
Joe	Benton	Bootle	£19,602	£0	£15,190	£68,023	£12,568	£779	£1,702	£3,614	£1,900	£1,344
John	Bercow	Buckingham	£20,333	£0	£17,483	£66,815	£10,051	£144	£800	£1,876	£1,866	£4,689
Paul	Beresford	Mole Valley	£15,563	£0	£17,972	£67,968	£4,302	£0	£338	£2,298	£739	£0
Roger	Berry	Kingswood	£20,333	£0	£18,799	£64,273	£9,292	£597	£1,236	£3,833	£2,042	£0
Harold	Best	Leeds North West	£20,175	£0	£18,316	£64,273	£9,193	£664	£637	£1,602	£1,900	£0
Clive	Betts	Sheffield, Attercliffe	£20,333	£0	£18,799	£71,773	£11,994	£1,080	£992	£4,083	£1,888	£0
Liz	Blackman	Erewash	£20,332	£0	£18,252	£64,981	£9,132	£783	£857	£4,712	£1,907	£0
Tony	Blair	Sedgefield	£15,490	£0	£3,978	£58,334	£634	£81	£117	£326	£1,876	£0
Hazel	Blears	Salford	£18,748	£1,574	£13,709	£64,272	£11,262	£1,356	£939	£3,840	£1,925	£0
Bob	Blizzard	Waveney	£20,333	£0	£18,799	£64,273	£8,492	£407	£2,283	£6,011	£1,888	£0
David	Blunkett	Sheffield, Brightside	£20,333	£0	£18,799	£63,565	£2,224	£366	£1,111	£3,191	£1,769	£0
Crispin	Blunt	Reigate	£17,492	£0	£14,534	£71,773	£3,444	£18	£1,259	£3,184	£1,921	£0
Paul	Boateng	Brent South	£0	£1,574	£12,602	£74,985	£1,136	£0	£700	£1,992	£2,015	£0
David	Borrow	South Ribble	£17,537	£0	£18,799	£64,273	£11,666	£544	£512	£999	£1,950	£0
Tim	Boswell	Daventry	£4,195	£0	£17,182	£66,563	£4,766	£0	£666	£2,366	£1,920	£0
Peter	Bottomley	Worthing West	£5,740	£0	£17,627	£47,288	£5,648	£221	£347	£1,621	£1,898	£0
Virginia	Bottomley	South West Surrey	£20,330	£0	£14,302	£71,209	£4,934	£107	£1,056	£3,202	£1,953	£0
Keith	Bradley	Manchester, Withington	£17,540	£0	£18,470	£59,680	£12,529	£280	£1,781	£3,406	£1,979	£0
Peter	Bradley	Wrekin, The	£13,665	£0	£18,269	£68,061	£8,579	£363	£1,999	£2,605	£1,921	£0
Ben	Bradshaw	Exeter	£9,154	£1,574	£18,141	£66,016	£4,197	£556	£1,979	£6,192	£1,877	£0
Graham	Brady	Altrincham & Sale West	£18,657	£0	£17,898	£69,963	£13,087	£2,256	£825	£3,008	£1,964	£0
Tom	Brake	Carshalton & Wallington	£0	£1,574	£18,799	£74,876	£1,809	£0	£1,617	£3,264	£1,963	£0
Julian	Brazier	Canterbury	£12,783	£0	£18,669	£71,773	£4,767	£295	£873	£2,847	£1,946	£0
Colin	Breed	South East Cornwall	£16,570	£0	£16,851	£63,809	£13,525	£1,221	£528	£2,334	£1,929	£0
Kevin	Brennan	Cardiff West	£13,965	£0	£15,384	£43,949	£7,666	£472	£482	£1,336	£1,968	£0
Annette	Brooke	Mid Dorset & North Poole	£18,912	£0	£18,245	£67,414	£5,091	£417	£960	£2,304	£1,968	£0
Gordon	Brown	Dunfermline East	£14,304	£0	£18,799	£71,446	£14,452	£5,466	£602	£3,343	£1,880	£0
Nick	Brown	Newcastle upon Tyne East & Wallsend	£20,333	£319	£18,798	£71,898	£20,237	£2,840	£480	£483	£1,966	£0
Russell	Brown	Dumfries	£19,857	£0	£18,782	£58,674	£16,818	£837	£2,170	£5,782	£1,977	£4,139
Des	Browne	Kilmarnock & Loudoun	£18,670	£1,574	£16,664	£61,314	£13,678	£371	£852	£1,327	£1,892	£1,718
Angela	Browning	Tiverton & Honiton	£20,333	£0	£18,799	£73,433	£11,581	£118	£900	£2,810	£1,513	£0
Malcolm	Bruce	Gordon	£18,883	£0	£18,799	£68,023	£21,491	£2,461	£599	£1,731	£1,970	£0
Chris	Bryant	Rhondda	£20,333	£0	£18,710	£71,003	£14,957	£2,047	£997	£2,150	£1,907	£0
Karen	Buck	Regent's Park & Kensington North	£0	£1,574	£18,799	£74,686	£835	£0	£2,640	£8,549	£1,822	£0
Richard	Burden	Birmingham, Northfield	£18,084	£0	£18,799	£68,023	£8,633	£890	£1,386	£2,112	£1,973	£0
Colin	Burgon	Elmet	£20,333	£0	£18,651	£65,756	£9,452	£1,758	£1,344	£2,764	£1,877	£0
John	Burnett	Torridge & West Devon	£20,333	£0	£18,799	£71,773	£20,820	£2,191	£748	£1,816	£2,022	£0
Andy	Burnham	Leigh	£20,317	£0	£18,798	£62,713	£13,578	£717	£1,252	£3,935	£1,938	£0
Simon	Burns	West Chelmsford	£17,935	£0	£18,792	£71,773	£7,610	£53	£511	£1,687	£1,875	£0
David	Burnside	South Antrim	£7,480	£0	£18,787	£67,867	£27,419	£348	£879	£2,327	£1,943	£0
Paul	Burstow	Sutton & Cheam	£0	£1,574	£18,684	£74,985	£2,913	£17	£1,728	£6,185	£1,878	£0
Alistair	Burt	North East Bedfordshire	£15,824	£0	£20,589	£71,154	£9,111	£271	£744	£1,162	£1,842	£0
John	Butterfill	Bournemouth West	£20,333	£0	£18,799	£68,023	£7,039	£127	£495	£980	£1,713	£0
Stephen	Byers	North Tyneside	£18,483	£0	£17,383	£69,022	£15,493	£2,048	£1,076	£3,085	£1,864	£0
Vincent	Cable	Twickenham	£0	£0	£18,799	£75,565	£3,720	£0	£3,738	£13,417	£2,010	£0
Richard	Caborn	Sheffield Central	£19,288	£1,574	£18,799	£68,020	£14,766	£0	£566	£1,837	£1,094	£0
David	Cairns	Greenock & Inverclyde	£20,234	£0	£18,732	£67,995	£17,677	£811	£1,556	£4,635	£1,968	£0
Patsy	Calton	Cheadle	£18,193	£0	£18,799	£66,044	£7,909	£579	£1,024	£4,117	£1,850	£1,595
David	Cameron	Witney	£20,328	£0	£17,752	£71,007	£5,379	£344	£641	£2,471	£1,907	£0
Alan	Campbell	Tynemouth	£19,434	£0	£18,799	£60,982	£15,842	£2,019	£838	£1,438	£1,943	£0
Anne	Campbell	Cambridge	£15,021	£0	£18,799	£66,889	£2,655	£190	£1,645	£7,714	£1,787	£23,213
Gregory	Campbell	East Londonderry	£15,773	£0	£18,799	£63,925	£25,083	£1,758	£103	£420	£2,010	£0
Menzies	Campbell	North East Fife	£16,450	£0	£14,399	£62,845	£18,467	£0	£819	£2,305	£1,725	£0
Ronnie	Campbell	Blyth Valley	£20,333	£0	£18,799	£66,141	£17,165	£630	£475	£1,149	£1,866	£0
Ivor	Caplin	Hove	£20,332	£1,574	£18,106	£67,760	£11,474	£145	£713	£3,354	£1,987	£3,688
Alistair	Carmichael	Orkney & Shetland	£19,842	£0	£18,785	£71,636	£25,479	£1,708	£547	£1,651	£1,351	£0
Roger	Casale	Wimbledon	£20,303	£0	£21,047	£74,844	£5,513	£0	£885	£3,241	£1,953	£835
William	Cash	Stone	£18,469	£0	£15,508	£64,738	£13,406	£891	£252	£739	£1,296	£0
Martin	Caton	Gower	£8,329	£0	£14,672	£69,898	£9,574	£128	£363	£973	£1,838	£0
Ian	Cawsey	Brigg & Goole	£14,475	£0	£15,997	£62,360	£14,013	£749	£796	£2,726	£2,034	£0
Colin	Challen	Morley & Rothwell	£15,691	£0	£18,613	£64,270	£10,353	£1,530	£690	£1,457	£1,831	£0
Ben	Chapman	Wirral South	£20,282	£0	£18,788	£71,603	£23,369	£745	£1,052	£3,282	£1,892	£1,345
Sydney	Chapman	Chipping Barnet	£11,359	£0	£18,212	£74,954	£3,538	£0	£973	£2,279	£1,903	£1,500
David	Chaytor	Bury North	£20,333	£0	£18,799	£71,773	£9,853	£937	£1,256	£3,136	£1,966	£0
David	Chidgey	Eastleigh	£18,639	£0	£18,799	£67,396	£14,334	£142	£761	£978	£1,953	£0
Christopher	Chope	Christchurch	£16,233	£0	£17,067	£60,023	£7,307	£0	£597	£2,094	£1,420	£0
Michael	Clapham	Barnsley West & Penistone	£16,783	£0	£12,410	£55,295	£10,347	£510	£481	£680	£1,799	£0
James	Clappison	Hertsmere	£13,517	£0	£18,021	£66,420	£8,690	£0	£194	£280	£1,265	£0
Helen	Clark	Peterborough	£20,333	£0	£18,760	£69,968	£8,637	£460	£1,022	£2,335	£1,911	£0
Lynda	Clark	Edinburgh, Pentlands	£20,333	£1,574	£14,268	£56,693	£15,959	£808	£404	£2,076	£727	£0
Paul	Clark	Gillingham	£19,203	£1,255	£18,799	£66,257	£5,031	£51	£1,343	£6,016	£1,974	£0
Charles	Clarke	Norwich South	£20,333	£1,574	£18,799	£69,520	£5,617	£360	£699	£2,166	£1,748	£0
Kenneth	Clarke	Rushcliffe	£13,755	£0	£8,921	£69,898	£5,848	£0	£990	£2,170	£1,796	£108
Tom	Clarke	Coatbridge & Chryston	£18,773	£0	£17,369	£63,887	£21,612	£1,097	£595	£634	£1,757	£0
Tony	Clarke	Northampton South	£17,770	£0	£18,728	£68,023	£6,240	£311	£963	£2,538	£1,954	£0
David	Clelland	Tyne Bridge	£19,572	£0	£18,799	£61,753	£18,573	£2,912	£233	£974	£1,934	£0
Geoffrey	Clifton-Brown	Cotswold	£17,200	£0	£18,025	£68,023	£5,660	£60	£600	£2,842	£2,002	£0
Ann	Clwyd	Cynon Valley	£18,920	£0	£18,543	£61,641	£4,354	£657	£626	£2,095	£1,975	£0
Vernon	Coaker	Gedling	£12,501	£1,255	£18,220	£61,905	£8,707	£977	£1,935	£4,681	£1,923	£0
Ann	Coffey	Stockport	£17,583	£0	£18,793	£61,707	£14,959	£859	£1,275	£4,103	£2,021	£0
Harry	Cohen	Leyton & Wanstead	£20,333	£0	£18,799	£77,985	£3,280	£0	£636	£949	£1,736	£0
Iain	Coleman	Hammersmith & Fulham	£0	£1,574	£14,503	£72,737	£2,683	£0	£921	£1,148	£1,868	£0
Tim	Collins	Westmorland & Lonsdale	£20,333	£0	£17,770	£66,827	£10,540	£2,545	£825	£3,180	£1,898	£0
Tony	Colman	Putney	£0	£1,574	£12,161	£66,285	£0	£0	£238	£793	£1,885	£0
Michael	Connarty	Falkirk East	£20,333	£0	£18,799	£67,838	£20,202	£1,756	£746	£3,066	£1,710	£0
Derek	Conway	Old Bexley & Sidcup	£20,333	£0	£18,799	£73,319	£8,176	£0	£449	£1,024	£1,979	£7,788
Frank	Cook	Stockton North	£20,333	£0	£19,105	£64,273	£16,929	£0	£179	£270	£1,527	£0
Robin	Cook	Livingston	£20,333	£0	£18,134	£68,023	£14,804	£42	£568	£1,722	£1,424	£0
Yvette	Cooper	Pontefract & Castleford	£19,742	£1,574	£18,797	£67,495	£10,901	£1,595	£1,731	£5,904	£1,749	£0
Jeremy	Corbyn	Islington North	£0	£1,574	£18,799	£74,985	£146	£0	£1,278	£4,354	£1,793	£0
Patrick	Cormack	South Staffordshire	£19,795	£0	£18,799	£68,023	£7,941	£0	£1,483	£7,594	£933	£0
Jean	Corston	Bristol East	£19,249	£0	£17,082	£67,243	£8,059	£747	£938	£5,580	£1,952	£0
Brian	Cotter	Weston-Super-Mare	£20,325	£0	£18,727	£71,773	£9,245	£584	£792	£2,174	£1,817	£0
Jim	Cousins	Newcastle upon Tyne Central	£19,156	£0	£18,799	£66,592	£14,250	£1,047	£2,247	£6,151	£1,961	£49
Tom	Cox	Tooting	£0	£1,574	£13,364	£73,791	£13,403	£0	£784	£1,900	£1,308	£0
James	Cran	Beverley & Holderness	£15,959	£0	£6,530	£55,094	£10,558	£0	£0	£0	£0	£383
Ross	Cranston	Dudley North	£3,794	£0	£18,799	£71,773	£7,194	£249	£943	£3,373	£1,958	£0
David	Crausby	Bolton North East	£20,333	£0	£17,192	£67,849	£13,779	£0	£1,987	£2,539	£1,882	£0
Jon	Cruddas	Dagenham	£20,250	£0	£18,799	£82,484	£5,054	£0	£1,018	£2,982	£1,968	£0
Ann	Cryer	Keighley	£20,160	£0	£18,799	£64,273	£12,816	£2,140	£1,076	£1,536	£1,934	£0
John	Cryer	Hornchurch	£8,680	£0	£18,252	£74,038	£1,429	£0	£1,249	£2,725	£1,773	£1,465
John	Cummings	Easington	£14,448	£0	£18,246	£68,023	£20,851	£3,186	£590	£1,035	£1,946	£0
Jack	Cunningham	Copeland	£20,323	£0	£14,260	£64,273	£21,103	£0	£359	£858	£1,612	£0
Jim	Cunningham	Coventry South	£15,287	£0	£15,780	£68,023	£8,615	£163	£443	£1,668	£1,882	£0
Tony	Cunningham	Workington	£20,219	£0	£12,603	£65,014	£14,846	£1,445	£1,163	£2,963	£1,737	£0
David	Curry	Skipton & Ripon	£10,192	£0	£16,441	£71,773	£12,132	£94	£486	£858	£1,725	£0
Claire	Curtis-Thomas	Crosby	£20,330	£0	£18,780	£71,773	£27,155	£3,572	£5,661	£19,038	£2,021	£559
Tam	Dalyell	Linlithgow	£11,667	£0	£15,037	£39,027	£16,083	£0	£0	£0	£562	£0
Alistair	Darling	Edinburgh Central	£15,406	£1,574	£16,151	£62,983	£13,633	£257	£399	£914	£1,412	£0
Edward	Davey	Kingston & Surbiton	£0	£1,574	£18,723	£74,137	£2,530	£0	£1,115	£3,014	£1,961	£5,574
Valerie	Davey	Bristol West	£9,369	£0	£18,799	£67,678	£2,583	£1,084	£1,763	£5,835	£1,453	£0
Wayne	David	Caerphilly	£20,333	£0	£18,783	£64,273	£11,499	£363	£946	£2,420	£2,023	£0
Ian	Davidson	Glasgow, Pollok	£16,294	£0	£18,797	£71,004	£19,218	£2,026	£1,973	£6,631	£1,738	£6,984
Denzil	Davies	Llanelli	£11,201	£0	£5,195	£60,809	£13,990	£197	£237	£975	£0	£0
Geraint	Davies	Croydon Central	£19,798	£0	£18,799	£74,985	£1,010	£54	£5,068	£6,291	£1,933	£0
Quentin	Davies	Grantham & Stamford	£15,134	£0	£18,795	£71,773	£14,885	£844	£307	£915	£1,939	£0
David	Davis	Haltemprice & Howden	£19,617	£0	£18,439	£62,889	£9,333	£112	£973	£2,175	£1,790	£0
Terry	Davis	Birmingham, Hodge Hill	£9,219	£0	£18,799	£68,015	£7,298	£289	£722	£2,862	£1,525	£0
Hilton	Dawson	Lancaster & Wyre	£14,643	£0	£18,798	£68,022	£21,280	£584	£2,053	£7,687	£2,015	£0
Janet	Dean	Burton	£15,370	£0	£17,271	£68,023	£5,025	£534	£1,295	£3,183	£1,970	£0
John	Denham	Southampton, Itchen	£20,333	£0	£17,628	£64,273	£6,425	£247	£986	£2,376	£1,933	£0
Parmjit	Dhanda	Gloucester	£20,333	£0	£18,799	£71,773	£7,159	£289	£4,060	£10,234	£1,937	£0
Andrew	Dismore	Hendon	£9,328	£0	£18,798	£74,935	£3,203	£0	£12,091	£26,664	£1,862	£769
Jonathan	Djanogly	Huntingdon	£17,002	£0	£18,059	£68,023	£7,555	£112	£685	£2,703	£1,396	£0
Jim	Dobbin	Heywood & Middleton	£11,333	£0	£16,815	£68,023	£12,393	£1,369	£1,761	£4,065	£2,010	£0
Frank	Dobson	Holborn & St Pancras	£0	£1,574	£16,285	£74,985	£3,266	£0	£845	£1,945	£1,676	£0
Nigel	Dodds	Belfast North	£20,331	£0	£18,767	£64,243	£26,295	£1,079	£998	£2,852	£1,877	£0
Pat	Doherty	West Tyrone	£18,320	£0	£18,797	£60,982	£3,344	£0	£169	£1,021	£1,431	£0
Jeffrey M.	Donaldson	Lagan Valley	£13,279	£0	£18,696	£64,012	£15,560	£0	£657	£1,744	£1,866	£0
Brian H.	Donohoe	Cunninghame South	£20,321	£0	£18,769	£68,023	£28,195	£446	£982	£2,433	£1,943	£0
Frank	Doran	Aberdeen Central	£20,333	£0	£18,762	£68,023	£21,191	£1,485	£2,020	£10,407	£2,096	£0
Stephen	Dorrell	Charnwood	£18,726	£0	£9,539	£50,141	£9,277	£0	£513	£1,195	£1,945	£0
Sue	Doughty	Guildford	£16,221	£0	£18,799	£67,361	£4,798	£83	£802	£2,746	£1,854	£0
Jim	Dowd	Lewisham West	£0	£1,574	£18,797	£74,985	£2,485	£0	£616	£1,234	£1,979	£0
David	Drew	Stroud	£17,905	£0	£18,799	£63,727	£11,922	£22	£2,999	£10,535	£1,937	£0
Julia	Drown	South Swindon	£16,301	£0	£18,782	£68,023	£1,884	£284	£1,560	£6,240	£1,820	£0
Alan	Duncan	Rutland & Melton	£20,333	£0	£12,885	£67,878	£10,024	£63	£497	£2,196	£1,996	£227
Peter	Duncan	Galloway & Upper Nithsdale	£17,928	£0	£18,761	£68,370	£30,341	£1,112	£1,518	£4,738	£1,887	£0
Iain	Duncan Smith	Chingford & Woodford Green	£9,100	£940	£13,307	£70,304	£1,909	£0	£1,957	£4,783	£1,922	£0
Gwyneth	Dunwoody	Crewe & Nantwich	£6,376	£0	£18,100	£62,612	£11,180	£1,760	£533	£2,789	£1,722	£4,981
Angela	Eagle	Wallasey	£10,588	£0	£18,533	£68,022	£10,338	£384	£946	£1,232	£1,806	£0
Maria	Eagle	Liverpool, Garston	£15,038	£1,574	£18,090	£64,273	£8,714	£518	£649	£1,182	£1,984	£0
Huw	Edwards	Monmouth	£19,973	£0	£18,799	£63,863	£15,219	£1,384	£733	£2,040	£1,795	£3,437
Clive	Efford	Eltham	£0	£1,574	£18,752	£74,985	£3,018	£0	£1,354	£4,046	£1,484	£0
Louise	Ellman	Liverpool, Riverside	£20,333	£0	£17,660	£69,898	£15,226	£1,897	£935	£2,720	£1,964	£0
Jeff	Ennis	Barnsley East & Mexborough	£7,924	£0	£15,179	£63,568	£11,419	£1,759	£328	£1,016	£1,805	£0
Bill	Etherington	Sunderland North	£20,333	£0	£18,792	£64,273	£16,596	£2,195	£546	£1,829	£2,021	£0
Nigel	Evans	Ribble Valley	£20,333	£0	£20,110	£75,546	£20,236	£1,044	£873	£2,203	£1,565	£0
Annabelle	Ewing	Perth	£20,324	£0	£17,483	£59,438	£17,560	£3,821	£861	£2,971	£1,822	£0
Michael	Fabricant	Lichfield	£17,754	£0	£13,516	£68,023	£10,026	£0	£462	£2,627	£1,318	£0
Michael	Fallon	Sevenoaks	£18,057	£0	£18,799	£64,174	£5,218	£0	£411	£1,280	£1,829	£0
Paul	Farrelly	Newcastle-under-Lyme	£20,333	£0	£18,798	£71,773	£17,680	£2,217	£874	£2,212	£1,877	£0
Frank	Field	Birkenhead	£17,246	£0	£16,549	£68,773	£11,894	£512	£580	£1,464	£1,487	£0
Mark	Field	Cities of London & Westminster	£0	£1,574	£18,665	£74,798	£1,277	£0	£780	£1,724	£1,469	£0
Mark	Fisher	Stoke-on-Trent Central	£11,324	£0	£18,799	£71,531	£10,073	£0	£556	£1,829	£1,966	£0
Jim	Fitzpatrick	Poplar & Canning Town	£0	£1,574	£18,699	£74,983	£1,136	£0	£712	£3,754	£1,929	£0
Lorna	Fitzsimons	Rochdale	£20,333	£0	£18,619	£63,489	£16,790	£51	£3,019	£3,498	£1,786	£1,866
Howard	Flight	Arundel & South Downs	£19,716	£0	£18,799	£71,773	£4,804	£0	£943	£2,206	£1,913	£0
Caroline	Flint	Don Valley	£20,317	£1,255	£16,693	£68,023	£10,391	£987	£1,546	£5,934	£2,021	£0
Adrian	Flook	Taunton	£20,333	£0	£18,775	£64,273	£11,900	£724	£806	£2,063	£1,968	£0
Paul	Flynn	Newport West	£15,603	£0	£18,799	£67,906	£8,057	£856	£757	£2,501	£1,870	£0
Barbara	Follett	Stevenage	£20,333	£0	£18,796	£68,717	£2,201	£0	£1,034	£3,672	£1,407	£2,054
Eric	Forth	Bromley & Chislehurst	£18,902	£0	£18,312	£71,841	£1,974	£0	£529	£1,122	£1,899	£0
Derek	Foster	Bishop Auckland	£20,333	£0	£18,798	£68,023	£19,077	£2,715	£288	£2,156	£1,493	£0
Don	Foster	Bath	£16,134	£0	£17,868	£68,022	£8,369	£252	£639	£1,097	£1,914	£0
Michael	Foster	Worcester	£18,922	£0	£18,799	£68,056	£12,737	£343	£2,543	£8,146	£1,966	£0
Michael Jabez	Foster	Hastings & Rye	£11,849	£0	£18,799	£68,023	£6,816	£309	£1,682	£5,213	£1,989	£0
George	Foulkes	Carrick, Cumnock & Doon Valley	£11,836	£0	£17,298	£68,023	£27,980	£1,519	£1,146	£4,667	£1,842	£0
Liam	Fox	Woodspring	£20,333	£0	£18,710	£71,773	£12,395	£0	£338	£1,532	£1,839	£0
Hywel	Francis	Aberavon	£20,333	£0	£18,799	£68,023	£9,773	£214	£505	£1,997	£1,973	£0
Mark	Francois	Rayleigh	£19,778	£0	£10,621	£69,505	£6,325	£0	£391	£333	£1,525	£0
Roger	Gale	North Thanet	£16,293	£0	£18,799	£65,223	£10,432	£425	£1,762	£6,938	£2,010	£3,878
George	Galloway	Glasgow, Kelvin	£17,150	£0	£18,799	£59,007	£7,236	£1,581	£259	£1,738	£1,823	£0
Mike	Gapes	Ilford South	£20,333	£0	£18,799	£74,985	£6,323	£0	£963	£1,115	£1,892	£0
Barry	Gardiner	Brent North	£20,333	£0	£18,789	£74,781	£11,403	£0	£1,568	£4,840	£1,940	£1,797
Edward	Garnier	Harborough	£20,333	£0	£17,837	£52,842	£12,920	£1,010	£902	£4,230	£1,969	£0
Andrew	George	St Ives	£20,333	£0	£18,799	£68,198	£26,255	£1,459	£1,538	£5,280	£1,911	£0
Bruce	George	Walsall South	£15,986	£0	£18,003	£67,506	£6,741	£190	£1,001	£3,839	£1,368	£0
Neil	Gerrard	Walthamstow	£0	£1,574	£15,598	£69,519	£1,818	£0	£737	£1,406	£1,576	£0
Nick	Gibb	Bognor Regis & Littlehampton	£20,333	£0	£12,439	£71,184	£9,449	£0	£541	£1,763	£1,489	£0
Ian	Gibson	Norwich North	£18,729	£0	£18,513	£71,757	£3,944	£97	£1,304	£2,862	£1,888	£0
Sandra	Gidley	Romsey	£19,719	£0	£18,739	£67,891	£6,486	£167	£1,579	£3,468	£1,936	£0
Michelle	Gildernew	Fermanagh & South Tyrone	£18,400	£0	£18,654	£67,738	£7,153	£1,193	£160	£422	£1,700	£0
Cheryl	Gillan	Chesham & Amersham	£20,316	£0	£18,754	£67,766	£4,856	£0	£839	£6,722	£1,953	£0
Linda	Gilroy	Plymouth, Sutton	£15,930	£0	£18,794	£65,706	£10,783	£598	£807	£3,243	£1,791	£0
Roger	Godsiff	Birmingham, Sparkbrook & Small Heath	£20,333	£0	£18,799	£68,023	£13,181	£1,188	£1,447	£3,543	£1,979	£0
Paul	Goggins	Wythenshawe & Sale East	£14,568	£1,392	£18,756	£64,273	£16,935	£1,474	£958	£1,994	£1,517	£0
Paul	Goodman	Wycombe	£14,744	£0	£15,237	£58,409	£3,701	£0	£604	£1,595	£1,736	£0
James	Gray	North Wiltshire	£20,231	£0	£18,799	£71,773	£10,961	£116	£1,369	£5,241	£1,974	£0
Chris	Grayling	Epsom & Ewell	£14,051	£0	£18,799	£75,164	£5,000	£113	£801	£3,890	£1,903	£0
