Damian	Green	Ashford	£19,953	£0	£18,669	£71,563	£6,432	£0	£349	£287	£1,831	£0
Matthew	Green	Ludlow	£16,007	£0	£18,648	£71,523	£10,737	£755	£1,871	£4,211	£1,832	£2,109
John	Greenway	Ryedale	£20,333	£0	£18,791	£69,898	£16,697	£457	£395	£882	£1,875	£0
Dominic	Grieve	Beaconsfield	£13,815	£0	£18,799	£71,773	£1,063	£0	£870	£2,585	£1,814	£0
Jane	Griffiths	Reading East	£13,298	£0	£18,794	£67,476	£6,333	£319	£2,826	£8,416	£1,709	£0
Nigel	Griffiths	Edinburgh South	£13,765	£1,574	£18,589	£68,023	£15,025	£3,578	£2,809	£9,885	£2,034	£0
Win	Griffiths	Bridgend	£10,157	£0	£14,142	£67,431	£11,494	£531	£452	£1,694	£1,562	£0
John	Grogan	Selby	£20,333	£0	£18,799	£71,773	£25,917	£1,085	£809	£1,833	£1,941	£0
John	Gummer	Suffolk Coastal	£20,333	£0	£10,642	£71,773	£1,622	£324	£385	£2,153	£1,706	£0
William	Hague	Richmond (Yorks)	£19,706	£0	£18,785	£71,773	£12,654	£712	£842	£2,694	£1,909	£0
Peter	Hain	Neath	£19,024	£1,574	£18,778	£67,617	£7,181	£1,775	£2,437	£7,274	£1,966	£0
Mike	Hall	Weaver Vale	£18,638	£0	£18,799	£67,975	£16,072	£1,929	£1,184	£6,300	£2,000	£809
Patrick	Hall	Bedford	£17,925	£0	£18,799	£68,023	£1,208	£128	£885	£2,242	£1,884	£0
David	Hamilton	Midlothian	£19,384	£0	£18,313	£47,184	£18,833	£3,375	£118	£348	£1,872	£0
Fabian	Hamilton	Leeds North East	£19,222	£0	£18,765	£68,023	£14,441	£448	£1,231	£1,895	£1,984	£0
Philip	Hammond	Runnymede & Weybridge	£19,948	£0	£15,161	£64,228	£4,168	£0	£817	£827	£1,974	£202
Mike	Hancock	Portsmouth South	£15,264	£0	£18,762	£67,611	£10,597	£24	£1,318	£3,418	£1,920	£0
David	Hanson	Delyn	£15,818	£0	£16,877	£66,910	£19,607	£725	£945	£3,248	£2,041	£1,653
Harriet	Harman	Camberwell & Peckham	£0	£1,574	£18,791	£74,985	£741	£0	£1,575	£8,000	£1,983	£0
Evan	Harris	Oxford West & Abingdon	£20,090	£0	£18,788	£71,773	£5,327	£48	£931	£2,767	£1,961	£0
Tom	Harris	Glasgow, Cathcart	£20,333	£0	£17,824	£63,005	£17,053	£2,911	£148	£320	£1,854	£0
Nick	Harvey	North Devon	£20,333	£0	£18,799	£68,023	£13,394	£121	£845	£3,122	£1,954	£0
Alan	Haselhurst	Saffron Walden	£20,333	£1,574	£15,773	£58,479	£5,273	£131	£629	£2,118	£1,408	£0
Dai	Havard	Merthyr Tydfil & Rhymney	£20,325	£0	£18,702	£67,119	£9,059	£360	£736	£2,180	£1,820	£0
Nick	Hawkins	Surrey Heath	£20,233	£0	£18,799	£67,691	£10,620	£222	£129	£1,051	£1,901	£0
John	Hayes	South Holland & The Deepings	£20,333	£0	£18,799	£72,592	£13,323	£315	£1,987	£4,519	£1,929	£153
Sylvia	Heal	Halesowen & Rowley Regis	£4,425	£1,574	£14,364	£71,570	£7,142	£640	£1,528	£4,933	£1,298	£0
Oliver	Heald	North East Hertfordshire	£20,326	£0	£18,798	£66,148	£8,255	£456	£1,296	£2,543	£2,064	£0
John	Healey	Wentworth	£20,333	£1,574	£18,708	£65,449	£9,157	£1,051	£1,382	£2,489	£2,021	£0
David	Heath	Somerton & Frome	£20,333	£0	£19,111	£66,460	£9,420	£412	£306	£1,103	£2,064	£0
David	Heathcoat-Amory	Wells	£18,183	£0	£17,768	£49,781	£8,759	£153	£1,160	£1,692	£1,782	£0
Doug	Henderson	Newcastle upon Tyne North	£20,333	£0	£15,850	£66,656	£32,189	£2,606	£895	£3,328	£1,120	£0
Ivan	Henderson	Harwich	£20,117	£0	£18,799	£67,572	£6,599	£210	£1,380	£3,164	£2,010	£0
Mark	Hendrick	Preston	£20,333	£0	£20,397	£67,957	£12,071	£550	£1,215	£5,294	£1,630	£0
Charles	Hendry	Wealden	£20,282	£0	£18,799	£74,985	£6,781	£35	£957	£2,392	£1,580	£0
Stephen	Hepburn	Jarrow	£20,328	£0	£18,799	£64,273	£19,265	£532	£832	£4,611	£1,943	£0
John	Heppell	Nottingham East	£20,152	£1,574	£18,768	£64,054	£7,529	£895	£991	£3,880	£1,952	£0
Lady	Hermon	North Down	£18,592	£0	£14,395	£64,657	£17,427	£1,678	£664	£2,112	£1,829	£0
Stephen	Hesford	Wirral West	£17,896	£0	£18,738	£65,370	£14,618	£0	£4,611	£13,412	£1,629	£0
Patricia	Hewitt	Leicester West	£19,423	£1,574	£18,867	£65,999	£2,724	£872	£2,287	£7,633	£1,892	£327
David	Heyes	Ashton-under-Lyne	£20,332	£0	£18,795	£58,387	£19,859	£1,642	£678	£740	£2,049	£0
Keith	Hill	Streatham	£0	£1,574	£15,426	£74,985	£924	£0	£1,112	£2,933	£1,944	£0
David	Hinchliffe	Wakefield	£15,839	£0	£18,783	£64,273	£11,963	£0	£774	£3,758	£1,700	£0
Mark	Hoban	Fareham	£19,969	£0	£18,498	£66,660	£5,996	£237	£712	£2,742	£1,967	£0
Margaret	Hodge	Barking	£0	£1,574	£18,625	£74,702	£0	£0	£1,168	£6,308	£1,401	£0
Kate	Hoey	Vauxhall	£0	£1,574	£4,658	£64,745	£5,093	£0	£873	£2,756	£1,404	£0
Douglas	Hogg	Sleaford & North Hykeham	£20,333	£0	£18,685	£47,531	£7,833	£110	£984	£5,352	£1,963	£0
Paul	Holmes	Chesterfield	£18,660	£0	£18,799	£67,132	£11,514	£231	£2,470	£7,980	£1,952	£9,391
Jimmy	Hood	Clydesdale	£19,850	£0	£17,674	£62,314	£22,768	£1,652	£778	£3,155	£2,064	£3,855
Geoff	Hoon	Ashfield	£20,333	£0	£18,799	£41,807	£3,753	£128	£37	£70	£1,786	£0
Phil	Hope	Corby	£20,329	£394	£18,799	£68,015	£10,758	£506	£1,307	£3,544	£1,907	£0
Kelvin	Hopkins	Luton North	£269	£0	£12,937	£62,335	£4,068	£0	£1,213	£4,137	£1,176	£0
John	Horam	Orpington	£6,372	£0	£18,750	£72,021	£3,870	£0	£717	£1,058	£1,142	£0
Michael	Howard	Folkestone & Hythe	£20,333	£634	£18,387	£71,054	£3,867	£0	£2,569	£8,018	£1,796	£0
Alan	Howarth	Newport East	£20,326	£0	£11,977	£46,953	£10,488	£0	£262	£737	£1,406	£0
George	Howarth	Knowsley North & Sefton East	£20,333	£0	£18,799	£68,023	£17,533	£0	£864	£2,621	£1,810	£0
Gerald	Howarth	Aldershot	£20,096	£0	£17,531	£67,973	£5,318	£0	£434	£863	£0	£0
Kim	Howells	Pontypridd	£14,243	£1,574	£12,733	£64,273	£14,732	£0	£491	£1,218	£1,892	£0
Lindsay	Hoyle	Chorley	£20,328	£0	£18,645	£71,773	£17,356	£2,069	£2,929	£9,334	£1,964	£0
Beverley	Hughes	Stretford & Urmston	£20,333	£1,574	£18,799	£64,217	£15,443	£1,642	£1,112	£2,930	£1,950	£0
Kevin	Hughes	Doncaster North	£10,724	£0	£16,727	£57,482	£9,605	£72	£299	£1,250	£1,822	£0
Simon	Hughes	North Southwark & Bermondsey	£0	£1,574	£17,935	£73,070	£4,949	£0	£1,342	£3,414	£1,876	£0
Joan	Humble	Blackpool North & Fleetwood	£18,966	£0	£18,268	£60,879	£14,446	£560	£620	£1,449	£1,895	£0
John	Hume	Foyle	£3,300	£0	£18,799	£64,093	£6,475	£0	£157	£560	£1,483	£0
Andrew	Hunter	Basingstoke	£20,296	£0	£18,799	£67,785	£11,405	£1,739	£468	£1,250	£1,934	£0
Alan	Hurst	Braintree	£2,441	£0	£13,975	£60,722	£5,272	£0	£895	£2,712	£2,060	£0
John	Hutton	Barrow & Furness	£20,202	£1,574	£20,619	£64,263	£15,403	£1,266	£629	£1,964	£1,492	£1,450
Brian	Iddon	Bolton South East	£15,494	£0	£15,316	£56,415	£9,123	£225	£455	£1,865	£1,862	£0
Eric	Illsley	Barnsley Central	£20,313	£0	£11,550	£55,243	£12,509	£862	£302	£912	£1,933	£3,948
Adam	Ingram	East Kilbride	£13,638	£1,574	£12,359	£55,357	£20,763	£1,783	£615	£1,861	£1,024	£0
Huw	Irranca-Davies	Ogmore	£20,333	£0	£18,799	£68,023	£18,882	£562	£2,084	£7,972	£1,674	£0
Michael	Jack	Fylde	£15,498	£0	£18,799	£72,088	£12,828	£454	£958	£6,570	£1,847	£0
Glenda	Jackson	Hampstead & Highgate	£0	£1,574	£18,799	£74,985	£0	£0	£808	£1,550	£1,645	£0
Helen	Jackson	Sheffield, Hillsborough	£9,202	£0	£14,900	£68,006	£11,293	£595	£1,239	£4,404	£2,041	£0
Robert	Jackson	Wantage	£20,333	£0	£18,799	£71,342	£6,148	£0	£177	£816	£1,727	£4,476
David	Jamieson	Plymouth, Devonport	£20,333	£1,574	£18,799	£69,898	£13,824	£1,211	£842	£2,309	£1,773	£0
Bernard	Jenkin	North Essex	£20,333	£0	£18,594	£71,773	£5,851	£110	£554	£692	£1,974	£0
Brian	Jenkins	Tamworth	£13,485	£0	£17,610	£67,069	£10,621	£160	£743	£658	£1,883	£527
Alan	Johnson	Kingston upon Hull West & Hessle	£12,612	£1,574	£7,111	£57,853	£13,022	£935	£916	£2,937	£1,855	£0
Boris	Johnson	Henley	£20,333	£0	£18,767	£71,613	£1,594	£0	£885	£2,213	£1,968	£0
Melanie	Johnson	Welwyn Hatfield	£20,333	£1,574	£18,283	£62,649	£3,423	£29	£887	£2,675	£922	£0
Helen	Jones	Warrington North	£20,125	£0	£18,738	£64,143	£13,091	£506	£1,699	£5,630	£1,992	£0
Jon Owen	Jones	Cardiff Central	£20,333	£0	£16,163	£67,261	£8,836	£727	£709	£1,920	£1,987	£0
Kevan	Jones	North Durham	£15,827	£0	£14,327	£64,428	£15,691	£1,064	£1,009	£3,561	£1,762	£3,511
Lynne	Jones	Birmingham, Selly Oak	£13,855	£0	£18,799	£69,898	£6,834	£160	£1,138	£4,276	£1,998	£0
Martyn	Jones	Clwyd South	£18,911	£0	£20,699	£71,773	£12,383	£796	£389	£2,073	£1,874	£0
Nigel	Jones	Cheltenham	£20,296	£0	£18,549	£64,250	£8,778	£382	£348	£540	£1,896	£0
Tessa	Jowell	Dulwich & West Norwood	£0	£1,574	£18,799	£74,985	£619	£0	£914	£2,140	£2,069	£0
Eric	Joyce	Falkirk West	£20,333	£0	£18,799	£67,570	£39,116	£3,208	£529	£1,397	£1,909	£0
Gerald	Kaufman	Manchester, Gorton	£18,134	£0	£16,947	£57,718	£15,604	£1,267	£1,381	£2,719	£1,768	£0
Sally	Keeble	Northampton North	£19,684	£319	£17,980	£67,751	£5,016	£87	£1,996	£5,154	£1,925	£0
Alan	Keen	Feltham & Heston	£17,669	£0	£18,795	£74,985	£2,767	£0	£1,141	£2,103	£1,974	£0
Ann	Keen	Brentford & Isleworth	£17,669	£0	£14,246	£74,985	£0	£0	£1,265	£2,407	£1,885	£0
Paul	Keetch	Hereford	£20,315	£0	£18,799	£68,017	£12,672	£1,048	£875	£5,436	£1,996	£0
Ruth	Kelly	Bolton West	£20,333	£1,574	£15,857	£59,521	£6,039	£1,794	£611	£991	£1,787	£0
Fraser	Kemp	Houghton & Washington East	£19,264	£1,574	£18,799	£63,771	£13,289	£651	£910	£4,467	£1,814	£0
Charles	Kennedy	Ross, Skye & Inverness West	£12,869	£0	£18,792	£68,811	£14,292	£0	£1,206	£3,760	£1,900	£0
Jane	Kennedy	Liverpool, Wavertree	£13,016	£1,574	£12,249	£64,273	£2,979	£115	£421	£1,172	£1,908	£0
Robert	Key	Salisbury	£18,145	£0	£18,665	£55,488	£5,971	£137	£439	£1,540	£1,784	£3,100
Piara S	Khabra	Ealing, Southall	£15,990	£0	£17,390	£73,405	£3,593	£0	£199	£948	£1,385	£0
David	Kidney	Stafford	£14,799	£0	£18,618	£67,940	£4,477	£514	£1,124	£4,146	£1,862	£0
Peter	Kilfoyle	Liverpool, Walton	£20,333	£0	£18,799	£64,254	£16,430	£1,037	£660	£1,971	£1,863	£0
Andy	King	Rugby & Kenilworth	£20,333	£0	£18,589	£68,022	£9,507	£1,010	£1,381	£3,744	£1,954	£0
Oona	King	Bethnal Green & Bow	£0	£1,574	£18,309	£74,985	£3,358	£0	£1,733	£4,340	£2,109	£0
Julie	Kirkbride	Bromsgrove	£20,319	£0	£18,695	£67,932	£13,404	£673	£1,617	£3,363	£1,875	£0
Archy	Kirkwood	Roxburgh & Berwickshire	£15,462	£0	£5,436	£69,131	£18,799	£819	£665	£2,560	£2,015	£0
Greg	Knight	East Yorkshire	£16,466	£0	£16,759	£63,764	£12,386	£201	£656	£2,365	£1,966	£0
Jim	Knight	South Dorset	£20,333	£0	£18,788	£68,023	£5,938	£600	£1,426	£4,037	£1,840	£0
Ashok	Kumar	Middlesbrough South & East Cleveland	£20,333	£0	£18,654	£66,068	£16,999	£965	£5,299	£13,767	£1,711	£0
Stephen	Ladyman	South Thanet	£20,330	£1,255	£18,799	£58,937	£7,575	£110	£853	£1,987	£1,966	£0
Eleanor	Laing	Epping Forest	£20,333	£0	£18,607	£63,643	£2,972	£0	£487	£1,567	£1,633	£396
Jacqui	Lait	Beckenham	£19,266	£0	£18,290	£73,984	£15,519	£0	£708	£3,548	£1,482	£0
Norman	Lamb	North Norfolk	£17,581	£0	£18,763	£65,828	£8,127	£35	£1,618	£4,798	£1,877	£1,786
David	Lammy	Tottenham	£12,041	£1,574	£18,607	£74,985	£924	£0	£1,098	£3,245	£1,916	£0
Andrew	Lansley	South Cambridgeshire	£20,107	£0	£18,375	£64,781	£4,555	£0	£1,102	£4,798	£1,696	£0
Jackie	Lawrence	Preseli Pembrokeshire	£19,722	£0	£18,652	£71,773	£11,496	£622	£676	£1,905	£1,883	£0
David	Laws	Yeovil	£13,321	£0	£18,784	£68,023	£10,929	£158	£2,068	£13,694	£1,945	£0
Bob	Laxton	Derby North	£17,104	£0	£17,733	£66,992	£10,680	£281	£820	£1,938	£2,010	£0
Mark	Lazarowicz	Edinburgh North & Leith	£18,427	£0	£18,766	£67,490	£13,957	£1,419	£1,045	£3,276	£1,794	£0
Edward	Leigh	Gainsborough	£20,333	£0	£18,799	£62,781	£12,383	£0	£196	£632	£1,322	£0
David	Lepper	Brighton, Pavilion	£10,376	£0	£18,669	£65,884	£1,784	£246	£2,336	£10,693	£1,397	£0
Christopher	Leslie	Shipley	£18,590	£1,574	£18,720	£61,514	£11,754	£428	£1,455	£2,310	£1,984	£0
Oliver	Letwin	West Dorset	£20,333	£0	£18,799	£68,023	£6,863	£313	£1,522	£4,055	£1,826	£0
Tom	Levitt	High Peak	£17,472	£0	£18,799	£61,981	£11,928	£364	£2,864	£8,737	£1,959	£0
Ivan	Lewis	Bury South	£20,333	£1,574	£18,774	£63,754	£7,193	£1,467	£948	£1,495	£1,979	£0
Julian	Lewis	New Forest East	£16,443	£0	£16,553	£66,032	£6,938	£207	£1,134	£3,463	£1,971	£0
Terry	Lewis	Worsley	£8,761	£0	£17,706	£47,335	£13,607	£0	£0	£0	£1,326	£0
Helen	Liddell	Airdrie & Shotts	£14,179	£319	£18,774	£52,602	£17,426	£1,739	£771	£4,680	£1,859	£0
Ian	Liddell-Grainger	Bridgwater	£14,124	£0	£18,763	£68,023	£9,274	£1,597	£995	£2,854	£1,906	£0
David	Lidington	Aylesbury	£17,158	£0	£16,718	£65,595	£6,849	£17	£984	£3,294	£1,240	£9,667
Peter	Lilley	Hitchin & Harpenden	£18,550	£0	£18,790	£68,502	£4,261	£232	£1,353	£3,422	£1,750	£0
Martin	Linton	Battersea	£0	£1,574	£18,446	£74,672	£3,039	£0	£1,702	£5,127	£1,911	£0
Tony	Lloyd	Manchester Central	£12,892	£0	£14,305	£64,774	£10,431	£0	£1,063	£5,104	£1,458	£0
Elfyn	Llwyd	Meirionnydd Nant Conwy	£18,267	£0	£18,799	£71,574	£16,050	£1,867	£423	£2,247	£1,231	£0
Michael	Lord	Central Suffolk & North Ipswich	£20,333	£1,574	£11,400	£71,773	£8,542	£0	£460	£1,652	£1,478	£0
Tim	Loughton	East Worthing & Shoreham	£20,282	£0	£18,793	£70,328	£11,775	£10	£346	£1,395	£1,928	£0
Andrew	Love	Edmonton	£19,798	£0	£17,252	£74,985	£1,725	£0	£2,131	£6,067	£1,991	£0
Ian	Lucas	Wrexham	£12,704	£0	£18,670	£66,693	£9,483	£1,774	£855	£3,175	£1,834	£0
Peter	Luff	Mid Worcestershire	£19,016	£1,574	£18,433	£64,273	£9,537	£0	£1,142	£3,395	£2,040	£0
Iain	Luke	Dundee East	£20,180	£0	£18,798	£60,294	£15,060	£2,377	£231	£1,100	£1,968	£0
John	Lyons	Strathkelvin & Bearsden	£23,191	£0	£18,782	£64,273	£27,420	£3,461	£438	£1,086	£1,934	£850
Thomas	McAvoy	Glasgow, Rutherglen	£19,850	£1,574	£18,798	£64,273	£21,328	£1,149	£622	£956	£1,685	£0
Stephen	McCabe	Birmingham, Hall Green	£12,970	£0	£4,157	£40,726	£6,652	£163	£953	£3,147	£1,748	£0
Chris	McCafferty	Calder Valley	£20,321	£0	£18,799	£70,133	£12,893	£326	£1,227	£3,839	£1,931	£0
Ian	McCartney	Makerfield	£13,110	£1,574	£18,772	£56,212	£3,863	£520	£2,172	£6,113	£1,848	£0
Siobhain	McDonagh	Mitcham & Morden	£0	£1,574	£18,795	£74,981	£1,849	£0	£9,078	£31,845	£1,866	£0
Calum	MacDonald	Western Isles	£19,551	£0	£18,787	£63,854	£25,654	£3,107	£470	£1,226	£1,744	£0
John	McDonnell	Hayes & Harlington	£0	£1,574	£18,781	£74,568	£4,589	£0	£7,018	£22,879	£1,979	£0
John	MacDougall	Central Fife	£20,305	£0	£18,607	£65,415	£20,929	£190	£32	£224	£2,015	£0
John	McFall	Dumbarton	£20,291	£0	£18,799	£71,197	£19,510	£2,611	£925	£2,390	£1,874	£0
Eddie	McGrady	South Down	£10,850	£0	£18,786	£63,447	£20,918	£390	£938	£2,062	£1,504	£0
Martin	McGuinness	Mid Ulster	£18,581	£0	£18,799	£64,272	£7,707	£0	£0	£0	£1,294	£0
Anne	McGuire	Stirling	£18,328	£1,574	£18,213	£63,915	£16,613	£1,558	£681	£1,549	£1,174	£0
Anne	McIntosh	Vale of York	£15,981	£0	£13,880	£68,814	£13,535	£0	£1,172	£2,465	£1,777	£0
Shona	McIsaac	Cleethorpes	£12,146	£0	£17,615	£68,018	£8,774	£639	£831	£3,549	£1,966	£0
Andrew	Mackay	Bracknell	£20,188	£0	£18,779	£60,866	£9,981	£126	£693	£1,898	£1,530	£0
Ann	McKechin	Glasgow, Maryhill	£8,556	£0	£18,401	£62,975	£15,022	£378	£845	£5,326	£1,907	£0
Rosemary	McKenna	Cumbernauld & Kilsyth	£20,333	£0	£18,743	£58,039	£22,354	£1,087	£209	£1,231	£1,961	£0
Andrew	Mackinlay	Thurrock	£14,880	£0	£18,799	£71,398	£6,676	£43	£833	£2,471	£1,871	£3,290
David	Maclean	Penrith & The Border	£20,333	£1,539	£18,799	£65,294	£15,819	£0	£334	£840	£1,358	£0
Patrick	McLoughlin	West Derbyshire	£20,333	£1,574	£18,799	£64,092	£12,116	£157	£1,691	£4,592	£1,986	£0
Kevin	McNamara	Kingston upon Hull North	£20,305	£0	£9,334	£71,771	£14,181	£190	£1,168	£2,934	£1,864	£0
Tony	McNulty	Harrow East	£8,600	£1,574	£18,714	£74,985	£0	£0	£445	£1,288	£2,033	£0
Denis	MacShane	Rotherham	£13,140	£1,574	£17,622	£71,773	£15,860	£0	£978	£4,121	£1,875	£0
Fiona	Mactaggart	Slough	£1,613	£1,255	£17,799	£71,773	£1,025	£12	£1,769	£5,156	£1,869	£0
Tony	McWalter	Hemel Hempstead	£20,333	£0	£18,799	£67,879	£11,927	£117	£935	£3,591	£1,934	£971
John	McWilliam	Blaydon	£20,324	£0	£18,741	£64,020	£25,797	£0	£147	£560	£1,065	£0
Khalid	Mahmood	Birmingham, Perry Barr	£20,055	£0	£18,699	£68,023	£8,415	£487	£82	£549	£2,064	£7,256
Alice	Mahon	Halifax	£19,290	£0	£18,755	£67,989	£11,681	£1,615	£1,153	£3,467	£2,016	£0
Humfrey	Malins	Woking	£17,184	£0	£18,554	£71,773	£6,768	£0	£435	£1,654	£1,382	£0
Judy	Mallaber	Amber Valley	£7,483	£0	£18,366	£68,023	£7,678	£501	£478	£1,132	£1,744	£0
Seamus	Mallon	Newry & Armagh	£20,301	£0	£18,799	£64,273	£12,499	£0	£0	£0	£439	£0
Peter	Mandelson	Hartlepool	£0	£0	£18,114	£68,023	£8,388	£2,274	£292	£470	£1,337	£0
John	Mann	Bassetlaw	£17,551	£0	£18,796	£71,773	£9,057	£1,480	£3,005	£9,130	£2,000	£0
John	Maples	Stratford-on-Avon	£20,328	£0	£11,935	£65,449	£6,537	£165	£648	£2,376	£1,621	£0
Rob	Marris	Wolverhampton South West	£9,845	£0	£18,702	£61,149	£3,295	£293	£2,821	£6,514	£1,808	£0
Gordon	Marsden	Blackpool South	£7,672	£0	£17,073	£67,708	£15,000	£107	£503	£1,329	£1,907	£2,776
Paul	Marsden	Shrewsbury & Atcham	£21,533	£0	£18,649	£68,023	£21,235	£231	£1,230	£3,914	£2,054	£0
David	Marshall	Glasgow, Shettleston	£10,130	£0	£13,285	£64,273	£15,163	£2,205	£115	£427	£1,572	£0
Robert	Marshall-Andrews	Medway	£17,148	£0	£18,794	£68,023	£2,871	£33	£1,137	£5,034	£1,871	£0
Michael	Martin	Glasgow, Springburn	£9,992	£0	£11,386	£58,752	£15,545	£346	£74	£278	£1,652	£0
Eric	Martlew	Carlisle	£17,888	£0	£17,711	£60,207	£12,781	£416	£591	£1,345	£1,803	£0
Michael	Mates	East Hampshire	£20,326	£0	£17,463	£71,773	£8,812	£576	£239	£585	£1,880	£0
Francis	Maude	Horsham	£16,098	£0	£18,761	£71,593	£4,287	£0	£556	£876	£1,940	£1,838
Brian	Mawhinney	North West Cambridgeshire	£0	£0	£9,893	£61,008	£10,364	£77	£605	£1,458	£1,843	£0
Theresa	May	Maidenhead	£8,213	£0	£15,275	£63,081	£2,256	£0	£874	£1,861	£771	£0
Michael	Meacher	Oldham West & Royton	£7,583	£319	£18,799	£69,898	£7,052	£284	£866	£2,698	£1,771	£0
Alan	Meale	Mansfield	£20,265	£0	£18,794	£62,751	£22,260	£1,239	£706	£4,170	£1,937	£0
Patrick	Mercer	Newark	£17,347	£0	£18,799	£67,456	£11,390	£259	£335	£1,671	£2,000	£4,123
Gillian	Merron	Lincoln	£20,333	£1,255	£17,893	£71,759	£8,924	£950	£2,200	£11,396	£1,996	£0
Alun	Michael	Cardiff South & Penarth	£13,980	£1,574	£18,799	£60,314	£2,391	£2,060	£495	£898	£1,251	£0
Alan	Milburn	Darlington	£20,333	£315	£18,798	£67,727	£23,215	£2,807	£650	£852	£2,054	£2,983
David	Miliband	South Shields	£19,536	£1,574	£18,799	£65,379	£9,178	£511	£387	£872	£1,905	£352
Andrew	Miller	Ellesmere Port & Neston	£19,959	£0	£16,787	£66,570	£13,591	£228	£1,095	£1,979	£1,992	£0
Andrew	Mitchell	Sutton Coldfield	£20,333	£0	£18,473	£70,026	£10,245	£734	£873	£3,013	£1,944	£0
Austin	Mitchell	Great Grimsby	£20,202	£0	£18,720	£68,023	£18,299	£1,777	£1,576	£4,351	£1,841	£0
Laura	Moffatt	Crawley	£0	£0	£18,704	£64,654	£4,069	£0	£600	£2,173	£1,933	£0
Chris	Mole	Ipswich	£20,225	£0	£18,572	£68,023	£5,414	£431	£967	£5,592	£1,960	£0
Lewis	Moonie	Kirkcaldy	£19,349	£319	£17,940	£54,071	£18,919	£0	£79	£36	£1,847	£0
Michael	Moore	Tweeddale, Ettrick & Lauderdale	£16,352	£0	£17,732	£68,023	£21,785	£2,168	£474	£2,391	£1,987	£0
Margaret	Moran	Luton South	£14,923	£1,255	£18,791	£68,023	£3,946	£167	£4,120	£11,925	£1,737	£14,245
Julie	Morgan	Cardiff North	£10,524	£0	£18,769	£68,320	£8,380	£1,022	£682	£2,742	£1,934	£0
Elliot	Morley	Scunthorpe	£18,069	£1,574	£14,167	£61,686	£9,826	£935	£310	£1,107	£1,557	£0
Estelle	Morris	Birmingham, Yardley	£9,668	£1,255	£18,720	£59,755	£6,386	£427	£1,022	£1,742	£2,054	£0
Malcolm	Moss	North East Cambridgeshire	£20,332	£0	£18,788	£68,023	£10,045	£154	£446	£1,388	£2,039	£0
Kali	Mountford	Colne Valley	£20,279	£0	£18,705	£63,217	£19,966	£1,092	£1,061	£1,013	£1,979	£7,013
George	Mudie	Leeds East	£15,358	£0	£18,469	£64,273	£14,738	£1,555	£1,182	£3,238	£1,883	£0
Chris	Mullin	Sunderland South	£6,888	£1,255	£10,862	£64,034	£8,724	£508	£406	£1,051	£1,500	£0
Meg	Munn	Sheffield, Heeley	£20,321	£0	£17,651	£67,850	£12,818	£1,222	£1,921	£10,822	£1,968	£0
Denis	Murphy	Wansbeck	£20,333	£0	£18,944	£67,728	£15,926	£798	£657	£2,204	£1,836	£0
Jim	Murphy	Eastwood	£20,333	£1,574	£18,799	£64,273	£16,985	£718	£2,135	£6,983	£2,021	£0
Paul	Murphy	Torfaen	£15,324	£1,574	£18,799	£68,023	£0	£985	£362	£767	£1,943	£0
Andrew	Murrison	Westbury	£16,568	£0	£18,588	£62,241	£3,881	£47	£559	£3,881	£1,968	£0
Doug	Naysmith	Bristol North West	£17,283	£0	£18,799	£65,903	£10,550	£258	£772	£2,065	£1,985	£780
Archie	Norman	Tunbridge Wells	£9,514	£0	£10,106	£66,101	£10,807	£614	£739	£2,986	£1,345	£0
Dan	Norris	Wansdyke	£20,333	£319	£18,799	£68,023	£24,262	£875	£1,249	£4,930	£2,021	£0
Mark	Oaten	Winchester	£20,251	£0	£18,799	£71,773	£8,180	£106	£1,587	£5,057	£1,938	£0
Bill	O'Brien	Normanton	£15,825	£0	£18,799	£66,271	£12,095	£2,207	£0	£0	£1,947	£0
Mike	O'Brien	North Warwickshire	£12,083	£1,574	£18,799	£67,832	£7,822	£761	£744	£2,420	£1,799	£9,771
Stephen	O'Brien	Eddisbury	£18,588	£0	£18,799	£71,773	£14,664	£238	£492	£1,942	£1,766	£0
Edward	O'Hara	Knowsley South	£18,432	£0	£18,799	£66,321	£18,966	£256	£376	£804	£1,346	£0
Bill	Olner	Nuneaton	£18,505	£0	£12,157	£64,598	£7,842	£576	£656	£2,201	£1,883	£0
Martin	O'Neill	Ochil	£20,280	£0	£18,758	£67,707	£25,696	£0	£725	£1,626	£363	£420
Lembit	Opik	Montgomeryshire	£11,933	£0	£17,751	£74,086	£11,873	£0	£611	£1,283	£2,000	£0
Diana	Organ	Forest of Dean	£20,331	£0	£18,799	£65,039	£10,036	£260	£1,218	£3,509	£1,925	£0
George	Osborne	Tatton	£19,895	£0	£17,993	£69,377	£11,896	£1,167	£1,016	£5,540	£1,968	£0
Sandra	Osborne	Ayr	£20,333	£0	£18,768	£62,011	£18,745	£0	£975	£1,902	£2,021	£0
Richard	Ottaway	Croydon South	£19,168	£0	£17,924	£69,670	£3,791	£0	£518	£895	£1,587	£0
Albert	Owen	Ynys M&ocirc;n	£19,472	£0	£17,645	£64,223	£11,130	£2,021	£567	£1,788	£1,938	£0
Richard	Page	South West Hertfordshire	£15,847	£0	£17,857	£58,510	£4,099	£0	£426	£1,143	£1,369	£0
James	Paice	South East Cambridgeshire	£19,545	£0	£18,741	£61,436	£10,550	£0	£528	£1,659	£1,388	£0
Ian	Paisley	North Antrim	£20,333	£0	£4,773	£40,417	£11,222	£320	£353	£1,592	£0	£0
