David	Curry	Skipton & Ripon	£16,856	£0	£16,404	£36,728	£9,438	£0	£674	£1,725	£0
Claire	Curtis-Thomas	Crosby	£14,000	£0	£18,176	£40,740	£14,415	£2,431	£2,172	£2,021	£0
Tam	Dalyell	Linlithgow	£15,609	£0	£11,480	£32,503	£10,805	£0	£552	£562	£0
Alistair	Darling	Edinburgh Central	£15,756	£1,227	£10,259	£27,874	£11,375	£0	£87	£1,018	£0
Edward	Davey	Kingston & Surbiton	£1,166	£0	£13,309	£55,756	£1,456	£0	£1,309	£1,961	£0
Valerie	Davey	Bristol West	£7,813	£0	£15,304	£41,502	£1,642	£503	£1,559	£1,453	£0
Wayne	David	Caerphilly	£18,009	£0	£33,340	£38,350	£8,219	£806	£3,263	£2,023	£1,959
Ian	Davidson	Glasgow, Pollok	£13,886	£0	£9,216	£47,050	£17,633	£2,085	£642	£458	£0
Denzil	Davies	Llanelli	£14,263	£0	£4,830	£47,113	£11,833	£0	£491	£0	£0
Geraint	Davies	Croydon Central	£15,212	£0	£18,125	£50,250	£1,265	£0	£2,635	£1,933	£0
Quentin	Davies	Grantham & Stamford	£15,515	£0	£3,805	£55,322	£15,229	£1,081	£790	£1,939	£0
David	Davis	Haltemprice & Howden	£14,206	£0	£13,214	£53,915	£6,731	£385	£538	£1,470	£0
Terry	Davis	Birmingham, Hodge Hill	£12,852	£0	£10,719	£42,685	£5,340	£306	£549	£645	£0
Hilton	Dawson	Lancaster & Wyre	£14,532	£0	£24,230	£38,426	£12,972	£1,095	£1,704	£2,015	£0
Janet	Dean	Burton	£11,601	£0	£9,013	£51,758	£3,675	£528	£1,898	£1,970	£0
John	Denham	Southampton, Itchen	£13,869	£1,227	£15,920	£42,232	£3,213	£78	£1,043	£1,916	£0
Parmjit	Dhanda	Gloucester	£18,009	£0	£26,159	£50,556	£7,900	£849	£2,481	£1,444	£0
Andrew	Dismore	Hendon	£15,343	£0	£18,678	£50,775	£3,277	£0	£8,669	£1,862	£0
Jonathan	Djanogly	Huntingdon	£18,009	£0	£16,439	£54,268	£4,979	£71	£1,806	£1,396	£0
Jim	Dobbin	Heywood & Middleton	£11,350	£0	£17,062	£49,709	£8,573	£1,780	£1,359	£2,010	£0
Frank	Dobson	Holborn & St Pancras	£0	£1,227	£10,504	£56,692	£0	£0	£1,021	£1,400	£0
Nigel	Dodds	Belfast North	£16,950	£0	£12,879	£58,811	£20,009	£0	£1,453	£1,877	£6,389
Pat	Doherty	West Tyrone	£6,933	£0	£3,881	£6,895	£606	£0	£147	£0	£0
Jeffrey M.	Donaldson	Lagan Valley	£16,279	£0	£18,167	£42,252	£12,543	£1,370	£997	£1,866	£0
Brian H.	Donohoe	Cunninghame South	£8,381	£0	£15,720	£45,688	£21,885	£905	£1,159	£1,943	£0
Frank	Doran	Aberdeen Central	£15,455	£0	£16,519	£44,441	£21,389	£1,323	£995	£2,096	£0
Stephen	Dorrell	Charnwood	£10,620	£0	£5,886	£42,063	£7,748	£0	£413	£1,945	£0
Sue	Doughty	Guildford	£16,150	£0	£34,763	£39,552	£3,728	£86	£1,454	£1,854	£0
Jim	Dowd	Lewisham West	£0	£1,227	£18,360	£48,023	£1,773	£0	£705	£1,979	£0
David	Drew	Stroud	£14,089	£0	£6,613	£55,217	£10,329	£64	£2,887	£1,937	£0
Julia	Drown	South Swindon	£11,197	£0	£17,198	£47,298	£2,074	£325	£2,207	£1,234	£1,202
Alan	Duncan	Rutland & Melton	£15,734	£0	£15,647	£50,775	£10,010	£333	£535	£1,996	£0
Peter	Duncan	Galloway & Upper Nithsdale	£16,076	£0	£18,997	£55,318	£21,831	£2,301	£3,428	£1,887	£0
Iain	Duncan Smith	Chingford & Woodford Green	£13,620	£829	£12,344	£54,676	£0	£0	£3,145	£1,922	£0
Gwyneth	Dunwoody	Crewe & Nantwich	£15,170	£0	£23,300	£38,437	£9,479	£824	£1,050	£0	£0
Angela	Eagle	Wallasey	£16,672	£1,227	£12,314	£51,621	£2,490	£360	£1,053	£1,370	£0
Maria	Eagle	Liverpool, Garston	£15,789	£1,130	£17,129	£40,069	£7,278	£1,988	£1,447	£1,984	£0
Huw	Edwards	Monmouth	£15,009	£0	£20,299	£41,846	£11,936	£762	£836	£1,795	£0
Clive	Efford	Eltham	£0	£1,227	£14,819	£46,849	£1,797	£0	£1,622	£1,484	£0
Louise	Ellman	Liverpool, Riverside	£16,359	£0	£12,234	£52,261	£10,019	£480	£1,045	£1,964	£0
Jeff	Ennis	Barnsley East & Mexborough	£11,852	£0	£6,143	£48,443	£8,024	£1,374	£731	£1,805	£0
Bill	Etherington	Sunderland North	£15,992	£0	£14,809	£47,827	£13,200	£1,721	£272	£2,021	£0
Nigel	Evans	Ribble Valley	£12,466	£0	£23,222	£44,791	£19,001	£413	£1,368	£0	£0
Annabelle	Ewing	Perth	£18,008	£0	£11,344	£43,955	£13,997	£3,367	£1,325	£1,400	£0
Michael	Fabricant	Lichfield	£15,729	£0	£12,266	£52,629	£7,401	£0	£360	£521	£0
Michael	Fallon	Sevenoaks	£11,641	£0	£13,105	£46,295	£4,597	£0	£762	£1,506	£0
Paul	Farrelly	Newcastle-under-Lyme	£18,009	£0	£27,422	£49,518	£14,980	£1,633	£906	£1,877	£0
Frank	Field	Birkenhead	£16,451	£0	£6,999	£60,923	£9,011	£228	£708	£1,457	£0
Mark	Field	Cities of London & Westminster	£0	£1,227	£18,286	£58,612	£1,036	£0	£2,001	£1,469	£0
Mark	Fisher	Stoke-on-Trent Central	£14,773	£0	£7,932	£60,543	£8,263	£0	£616	£1,966	£0
Jim	Fitzpatrick	Poplar & Canning Town	£0	£1,227	£15,945	£49,527	£1,104	£0	£1,210	£1,929	£0
Lorna	Fitzsimons	Rochdale	£16,000	£0	£28,433	£36,862	£12,961	£0	£1,849	£1,786	£71
Howard	Flight	Arundel & South Downs	£15,738	£0	£4,044	£59,518	£3,040	£0	£805	£1,591	£0
Caroline	Flint	Don Valley	£14,580	£0	£13,487	£46,225	£7,610	£94	£897	£2,021	£0
Adrian	Flook	Taunton	£18,009	£0	£21,013	£53,258	£6,221	£548	£1,421	£1,968	£0
Paul	Flynn	Newport West	£15,180	£0	£8,518	£48,639	£7,277	£1,188	£1,320	£1,528	£0
Barbara	Follett	Stevenage	£15,400	£0	£13,264	£53,398	£1,060	£0	£626	£592	£0
Eric	Forth	Bromley & Chislehurst	£13,080	£0	£7,916	£37,178	£2,106	£0	£705	£1,899	£0
Derek	Foster	Bishop Auckland	£14,750	£0	£15,942	£50,537	£16,240	£1,430	£318	£0	£0
Don	Foster	Bath	£15,903	£0	£21,414	£45,383	£6,449	£197	£1,409	£1,914	£0
Michael	Foster	Worcester	£13,297	£0	£17,228	£49,577	£7,543	£149	£1,504	£1,966	£0
Michael Jabez	Foster	Hastings & Rye	£4,360	£0	£21,792	£40,955	£5,182	£102	£514	£1,989	£3,065
George	Foulkes	Carrick, Cumnock & Doon Valley	£16,701	£1,227	£9,959	£51,989	£12,446	£337	£914	£1,095	£0
Liam	Fox	Woodspring	£15,000	£0	£15,436	£50,509	£9,249	£0	£637	£1,821	£0
Hywel	Francis	Aberavon	£18,009	£0	£27,379	£46,892	£6,169	£52	£911	£1,973	£0
Mark	Francois	Rayleigh	£16,179	£0	£12,933	£33,852	£5,770	£116	£2,269	£1,525	£0
Roger	Gale	North Thanet	£10,215	£0	£15,001	£42,050	£6,965	£52	£2,938	£2,010	£0
George	Galloway	Glasgow, Kelvin	£5,000	£0	£60	£63,644	£12,618	£443	£1,227	£1,781	£0
Mike	Gapes	Ilford South	£16,059	£0	£15,185	£55,743	£3,679	£0	£873	£1,892	£0
Barry	Gardiner	Brent North	£15,641	£0	£5,121	£60,812	£10,076	£0	£2,509	£1,940	£0
Edward	Garnier	Harborough	£15,761	£0	£11,780	£31,665	£10,808	£0	£1,013	£1,969	£0
Andrew	George	St Ives	£15,557	£0	£16,025	£45,148	£18,091	£581	£1,825	£1,911	£0
Bruce	George	Walsall South	£16,825	£0	£11,980	£50,807	£6,523	£716	£950	£1,368	£0
Neil	Gerrard	Walthamstow	£0	£1,227	£10,455	£48,799	£981	£0	£664	£1,576	£0
Nick	Gibb	Bognor Regis & Littlehampton	£14,904	£0	£17,238	£34,819	£6,417	£17	£543	£1,114	£0
Ian	Gibson	Norwich North	£15,143	£0	£20,590	£46,334	£4,062	£201	£1,717	£1,888	£0
Sandra	Gidley	Romsey	£10,638	£0	£16,057	£42,823	£5,881	£311	£1,286	£1,936	£1,500
Michelle	Gildernew	Fermanagh & South Tyrone	£3,674	£0	£4,499	£11,840	£315	£0	£568	£0	£0
Cheryl	Gillan	Chesham & Amersham	£15,709	£0	£14,106	£48,297	£4,063	£13	£1,536	£1,953	£0
Linda	Gilroy	Plymouth, Sutton	£13,903	£0	£18,484	£43,923	£10,138	£449	£517	£1,004	£0
Roger	Godsiff	Birmingham, Sparkbrook & Small Heath	£12,626	£0	£6,796	£50,331	£9,364	£1,037	£1,689	£1,979	£0
Paul	Goggins	Wythenshawe & Sale East	£14,909	£0	£12,650	£45,892	£14,297	£1,964	£1,138	£0	£0
Paul	Goodman	Wycombe	£11,842	£0	£6,698	£47,592	£3,140	£34	£1,188	£1,150	£0
James	Gray	North Wiltshire	£15,738	£0	£12,376	£52,179	£7,480	£0	£805	£1,974	£0
Chris	Grayling	Epsom & Ewell	£18,009	£0	£18,661	£55,388	£4,230	£0	£1,230	£1,903	£0
Damian	Green	Ashford	£15,736	£0	£13,784	£45,993	£4,412	£0	£763	£1,730	£2,979
Matthew	Green	Ludlow	£17,918	£0	£21,327	£50,300	£10,782	£385	£1,047	£1,832	£0
John	Greenway	Ryedale	£14,664	£0	£10,348	£51,757	£11,735	£398	£798	£1,875	£0
Dominic	Grieve	Beaconsfield	£13,050	£0	£7,135	£56,777	£756	£0	£753	£1,476	£0
Jane	Griffiths	Reading East	£16,869	£0	£21,573	£43,621	£3,083	£328	£2,396	£1,709	£0
Nigel	Griffiths	Edinburgh South	£10,604	£1,130	£23,430	£37,141	£9,395	£687	£1,835	£2,034	£0
Win	Griffiths	Bridgend	£9,327	£0	£9,446	£47,874	£6,081	£621	£945	£1,562	£0
John	Grogan	Selby	£16,114	£0	£12,644	£49,781	£18,678	£913	£963	£1,941	£0
John	Gummer	Suffolk Coastal	£9,005	£0	£20,756	£49,728	£4,624	£262	£300	£966	£0
William	Hague	Richmond (Yorks)	£16,632	£402	£16,236	£54,532	£6,744	£1,516	£1,626	£1,909	£0
Peter	Hain	Neath	£15,959	£1,227	£13,714	£52,589	£10,406	£1,549	£1,559	£1,966	£0
Mike	Hall	Weaver Vale	£16,384	£17	£14,391	£51,482	£13,660	£1,231	£1,027	£1,884	£5,073
Patrick	Hall	Bedford	£16,339	£0	£18,026	£42,680	£695	£214	£801	£2,000	£0
David	Hamilton	Midlothian	£18,009	£0	£35,726	£34,301	£15,939	£2,554	£59	£1,984	£0
Fabian	Hamilton	Leeds North East	£9,200	£0	£6,400	£43,867	£10,311	£388	£723	£1,548	£3,000
Philip	Hammond	Runnymede & Weybridge	£1,579	£0	£9,592	£54,316	£2,771	£0	£692	£1,974	£0
Mike	Hancock	Portsmouth South	£10,465	£0	£18,042	£44,539	£8,892	£644	£1,259	£1,920	£477
David	Hanson	Delyn	£13,774	£13	£12,123	£49,977	£15,543	£864	£1,491	£2,041	£0
Harriet	Harman	Camberwell & Peckham	£0	£1,227	£12,869	£52,233	£0	£0	£1,713	£1,983	£179
Evan	Harris	Oxford West & Abingdon	£15,799	£0	£3,694	£54,455	£3,081	£138	£1,323	£1,961	£0
Tom	Harris	Glasgow, Cathcart	£18,009	£0	£21,984	£49,706	£17,479	£1,517	£884	£1,533	£0
