# Members' Allowance Expenditure April 2005 ­ March 2006
# Member, Constituency, Cost of staying away from main home,
#	London Supplement, Office running costs*, Staffing costs*,
#	Members' travel, Members' staff travel, Centrally purchased
#	stationery, Stationery: associated postage, Central IT
#	provision, (WUA and) Other costs

Greenway, Mr John	Ryedale	£21,634	£0	£16,367	£67,114	£10,260	£200	£452	£1,388	£1,029	£0
Grieve, Mr Dominic	Beaconsfield	£15,665	£0	£15,218	£84,341	£1,747	£0	£598	£1,209	£338	£825
Griffiths, Nigel	Edinburgh South	£21,394	£0	£20,000	£84,060	£13,788	£2,028	£2,572	£9,548	£180	£0
Griffith, Nia	Llanelli	£21,634	£0	£26,031	£60,762	£9,091	£262	£1,116	£3,157	£930	£0
Grogan, Mr John	Selby	£21,561	£0	£19,880	£84,125	£19,642	£2,145	£846	£2,785	£0	£0
Gummer, Rt Hon John	Suffolk Coastal	£21,634	£0	£16,576	£77,349	£314	£611	£510	£2,168	£740	£0
Gwynne, Andrew	Denton & Reddish	£21,581	£0	£28,388	£57,766	£12,143	£0	£1,483	£3,200	£1,166	£0
Hague, Rt Hon William	Richmond (Yorks)	£20,071	£0	£13,585	£80,041	£8,110	£929	£672	£3,374	£0	£0
Hain, Rt Hon Peter	Neath	£21,634	£0	£20,700	£83,240	£1,721	£446	£2,381	£7,512	£0	£3,500
Hall, Mr Mike	Weaver Vale	£21,634	£0	£19,319	£84,761	£11,322	£1,681	£1,356	£4,487	£0	£1,198
Hall, Patrick	Bedford	£17,048	£0	£21,268	£65,338	£980	£51	£978	£3,699	£793	£0
Hamilton, Mr David	Midlothian	£18,922	£0	£21,549	£70,549	£14,604	£1,982	£1,548	£3,529	£324	£0
Hamilton, Mr Fabian	Leeds North East	£21,254	£0	£26,242	£77,302	£10,987	£484	£2,851	£7,595	£0	£0
Hammond, Mr Philip	Runnymede & Weybridge	£21,634	£0	£11,343	£59,576	£1,803	£0	£432	£460	£0	£0
Hammond, Stephen	Wimbledon	£0	£2,360	£14,603	£73,403	£2,368	£0	£725	£2,862	£1,082	£0
Hancock, Mr Mike	Portsmouth South	£8,952	£0	£21,192	£80,782	£5,194	£0	£1,103	£2,972	£0	£0
Hands, Mr Greg	Hammersmith & Fulham	£0	£2,360	£17,275	£57,142	£856	£0	£1,678	£6,706	£1,240	£0
Hanson, Mr David	Delyn	£10,399	£0	£12,509	£78,139	£6,707	£190	£1,222	£2,228	£0	£0
Harman, Rt Hon Harriet	Camberwell & Peckham	£0	£2,613	£11,527	£92,554	£490	£0	£1,198	£4,524	£0	£0
Harper, Mr Mark	Forest of Dean	£21,191	£0	£27,524	£68,346	£7,469	£217	£952	£3,375	£898	£0
Harris, Dr Evan	Oxford West & Abingdon	£21,085	£0	£18,177	£85,752	£12,103	£352	£848	£3,130	£1,195	£0
Harris, Mr Tom	Glasgow South	£21,634	£0	£17,978	£82,208	£16,761	£304	£623	£1,002	£321	£0
Harvey, Nick	North Devon	£21,623	£0	£19,979	£84,024	£7,818	£1,459	£612	£2,481	£1,029	£0
Haselhurst, Rt Hon Sir Alan	Saffron Walden	£21,634	£0	£20,000	£63,917	£4,062	£169	£893	£2,487	£493	£0
Havard, Mr Dai	Merthyr Tydfil & Rhymney	£21,623	£0	£18,568	£85,512	£4,939	£208	£694	£1,898	£645	£0
Hayes, Mr John	South Holland & The Deepings	£21,634	£0	£20,600	£83,481	£8,852	£135	£1,430	£2,347	£835	£0
Healey, John	Wentworth	£13,940	£0	£19,657	£76,087	£8,778	£796	£712	£1,992	£0	£0
Heald, Mr Oliver	North East Hertfordshire	£21,319	£0	£14,277	£88,217	£7,325	£57	£1,257	£1,812	£793	£0
Heal, Sylvia	Halesowen & Rowley Regis	£9,818	£0	£18,910	£69,922	£6,532	£222	£721	£2,815	£0	£0
Heath, Mr David	Somerton & Frome	£20,947	£0	£20,852	£74,757	£6,818	£1,130	£578	£2,046	£0	£1,676
Heathcoat-Amory, Rt Hon David	Wells	£21,374	£0	£19,660	£62,709	£5,880	£414	£460	£382	£916	£0
Hemming, John	Birmingham, Yardley	£9,294	£0	£25,782	£67,882	£3,411	£35	£820	£2,942	£1,099	£0
Hendry, Charles	Wealden	£21,634	£0	£19,082	£82,324	£3,316	£30	£643	£932	£930	£0
Henderson, Mr Doug	Newcastle upon Tyne North	£21,634	£0	£16,342	£83,871	£15,666	£211	£642	£3,745	£0	£0
Hendrick, Mr Mark	Preston	£21,471	£0	£22,883	£64,483	£11,054	£1,029	£679	£1,645	£919	£2,021
Hepburn, Mr Stephen	Jarrow	£21,634	£0	£24,523	£68,326	£14,619	£316	£825	£2,234	£0	£0
Heppell, Mr John	Nottingham East	£21,634	£0	£19,895	£84,081	£6,487	£0	£1,145	£5,055	£0	£0
Herbert, Mr Nick	Arundel & South Downs	£21,553	£0	£19,932	£73,114	£3,988	£0	£1,074	£2,346	£1,014	£0
Hermon, Lady Sylvia	North Down	£17,660	£0	£13,804	£75,240	£12,042	£866	£550	£1,795	£376	£0
Hesford, Stephen	Wirral West	£21,634	£0	£28,272	£75,681	£12,917	£359	£2,592	£5,131	£1,629	£0
Hewitt, Rt Hon Patricia	Leicester West	£12,431	£0	£17,764	£86,289	£2,390	£707	£1,276	£5,093	£1,018	£5,343
Heyes, David	Ashton-under-Lyne	£20,088	£0	£19,904	£75,521	£14,064	£1,564	£737	£1,113	£877	£0
Hill, Rt Hon Keith	Streatham	£0	£2,613	£13,926	£83,087	£1,040	£0	£1,108	£5,033	£0	£0
Hillier, Meg	Hackney South & Shoreditch	£0	£2,360	£25,922	£66,963	£899	£0	£1,970	£4,754	£867	£0
Hoban, Mr Mark	Fareham	£21,545	£0	£20,000	£76,721	£4,662	£121	£875	£3,635	£0	£0
Hodge, Rt Hon Margaret	Barking	£0	£2,613	£23,167	£84,078	£0	£0	£2,594	£12,490	£1,014	£907
Hodgson, Mrs Sharon	Gateshead East & Washington West	£19,382	£0	£26,141	£77,490	£13,632	£1,741	£3,565	£13,672	£1,037	£231
Hoey, Kate	Vauxhall	£0	£2,613	£13,295	£84,852	£2,560	£0	£785	£2,008	£729	£2,202
Hogg, Rt Hon Douglas	Sleaford & North Hykeham	£21,634	£0	£21,588	£57,684	£6,021	£49	£1,339	£6,302	£1,014	£0
Holloway, Mr Adam	Gravesham	£20,981	£0	£27,211	£76,869	£2,143	£0	£599	£1,269	£930	£0
Hollobone, Mr Philip	Kettering	£13,024	£0	£16,147	£12,150	£4,485	£0	£561	£2,195	£1,014	£0
Holmes, Paul	Chesterfield	£19,044	£0	£19,845	£84,081	£8,478	£102	£804	£1,077	£1,022	£0
Hood, Mr Jimmy	Lanark & Hamilton East	£21,634	£0	£23,336	£67,244	£15,093	£870	£12	£0	£749	£523
Hoon, Rt Hon Geoff	Ashfield	£14,921	£0	£27,590	£64,472	£4,351	£398	£1,143	£3,997	£570	£0
Hope, Phil	Corby	£19,420	£0	£20,228	£80,336	£7,597	£742	£1,347	£1,926	£0	£0
Hopkins, Kelvin	Luton North	£819	£0	£19,786	£74,404	£3,845	£25	£784	£2,474	£1,566	£0
Horam, Mr John	Orpington	£7,639	£0	£21,274	£82,272	£1,841	£0	£260	£1,126	£646	£0
Horwood, Mr Martin	Cheltenham	£17,339	£0	£28,390	£75,681	£5,667	£90	£693	£2,222	£930	£0
Hosie, Stewart	Dundee East	£21,589	£0	£18,887	£62,107	£11,033	£662	£709	£1,666	£1,014	£0
Howarth, David	Cambridge	£0	£0	£27,196	£60,379	£4,503	£126	£849	£2,834	£981	£0
Howarth, Mr Gerald	Aldershot	£21,495	£0	£18,763	£80,883	£3,877	£0	£566	£1,931	£185	£0
Howarth, Rt Hon George	Knowsley North & Sefton East	£17,682	£0	£12,105	£78,198	£15,005	£0	£735	£1,100	£0	£0
Howard, Rt Hon Michael	Folkestone & Hythe	£21,634	£0	£11,551	£77,716	£1,620	£104	£1,714	£4,110	£945	£0
Howells, Dr Kim	Pontypridd	£11,498	£0	£13,894	£80,095	£10,183	£254	£457	£1,199	£0	£0
Hoyle, Mr Lindsay	Chorley	£20,029	£0	£17,882	£83,719	£14,162	£2,468	£916	£3,060	£1,029	£0
Hughes, Rt Hon Beverley	Stretford & Urmston	£21,634	£0	£21,056	£82,505	£11,070	£4,022	£1,518	£4,881	£0	£0
Hughes, Simon	North Southwark & Bermondsey	£0	£2,613	£19,827	£84,039	£4,636	£0	£2,445	£5,213	£0	£0
Huhne, Chris	Eastleigh	£4,909	£0	£28,229	£75,520	£3,460	£126	£1,146	£2,507	£1,022	£0
Humble, Mrs Joan	Blackpool North & Fleetwood	£19,051	£0	£21,301	£82,745	£12,478	£1,204	£1,239	£4,206	£137	£0
Hunt, Mr Jeremy	South West Surrey	£13,916	£0	£20,000	£76,676	£3,047	£37	£1,364	£3,410	£1,240	£0
Hunter, Mark	Cheadle	£13,921	£0	£15,193	£60,479	£4,509	£492	£251	£935	£930	£211
Hurd, Mr Nick	Ruislip - Northwood	£0	£2,360	£15,007	£60,795	£3,847	£0	£459	£1,859	£941	£0
Hutton, Rt Hon John	Barrow & Furness	£21,632	£0	£16,777	£79,143	£10,435	£1,744	£429	£1,941	£0	£0
Iddon, Dr Brian	Bolton South East	£15,350	£0	£16,838	£65,076	£5,316	£519	£355	£1,722	£935	£0
Illsley, Mr Eric	Barnsley Central	£20,660	£0	£11,596	£86,389	£7,383	£1,497	£431	£1,076	£0	£0
Ingram, Rt Hon Adam	East Kilbride, Strathaven & Lesmahagow	£21,634	£0	£16,655	£46,123	£17,757	£332	£512	£600	£0	£0
Irranca-Davies, Huw	Ogmore	£21,516	£0	£20,000	£79,290	£11,036	£1,021	£1,023	£2,504	£752	£0
Jackson, Glenda	Hampstead & Highgate	£0	£2,613	£10,403	£93,678	£0	£0	£845	£1,701	£180	£0
Jack, Rt Hon Michael	Fylde	£19,102	£0	£13,482	£81,968	£11,011	£479	£875	£6,662	£312	£0
Jackson, Mr Stewart	Peterborough	£21,529	£0	£16,837	£65,928	£3,298	£45	£1,018	£2,919	£1,014	£0
James, Mrs Sian C.	Swansea East	£21,634	£0	£19,205	£63,145	£8,405	£1,291	£603	£2,065	£1,233	£0
Jenkin, Mr Bernard	North Essex	£21,518	£0	£23,170	£79,457	£4,860	£0	£868	£1,897	£0	£0
Jenkins, Mr Brian	Tamworth	£7,604	£0	£21,271	£82,739	£7,656	£214	£880	£1,547	£321	£0
Johnson, Rt Hon Alan	Kingston upon Hull West & Hessle	£10,251	£0	£8,195	£69,674	£9,567	£1,439	£505	£1,779	£779	£0
Johnson, Mr Boris	Henley	£19,326	£0	£19,786	£84,294	£1,196	£0	£959	£3,293	£0	£0
Johnson, Ms Diana R.	Kingston upon Hull North	£21,593	£0	£21,302	£72,620	£8,277	£953	£2,412	£11,195	£930	£0
Jones, Mr David	Clwyd West	£21,299	£0	£21,702	£57,389	£9,111	£392	£537	£1,689	£945	£0
Jones, Helen	Warrington North	£21,632	£0	£28,372	£75,680	£11,152	£0	£2,509	£5,913	£0	£4,134
Jones, Mr Kevan	North Durham	£21,634	£0	£19,081	£83,349	£15,229	£383	£896	£3,537	£137	£0
Jones, Lynne	Birmingham, Selly Oak	£17,576	£0	£9,696	£94,299	£5,244	£326	£1,332	£2,915	£1,029	£0
Jones, Mr Martyn	Clwyd South	£21,634	£0	£23,017	£77,373	£6,923	£152	£503	£2,229	£1,036	£0
Jowell, Rt Hon Tessa	Dulwich & West Norwood	£0	£2,613	£8,868	£95,212	£293	£0	£1,248	£3,314	£0	£0
Joyce, Eric	Falkirk	£21,629	£0	£25,005	£78,615	£44,985	£2,200	£354	£1,061	£962	£0
Kaufman, Rt Hon Sir Gerald	Manchester, Gorton	£21,634	£0	£14,337	£64,333	£16,003	£0	£1,093	£3,575	£289	£5,678
Kawczynski, Daniel	Shrewsbury & Atcham	£20,060	£0	£26,700	£68,929	£10,013	£267	£192	£150	£930	£0
Keeble, Ms Sally	Northampton North	£20,690	£0	£27,865	£75,609	£5,136	£193	£2,409	£5,398	£1,099	£0
Keeley, Ms Barbara	Worsley	£21,609	£0	£22,984	£46,316	£12,482	£527	£2,118	£7,047	£930	£0
Keen, Ann	Brentford & Isleworth	£15,794	£0	£19,916	£83,358	£0	£0	£1,223	£2,647	£0	£4,447
Keen, Alan	Feltham & Heston	£14,494	£0	£10,295	£93,403	£1,373	£0	£1,278	£2,783	£944	£0
Keetch, Mr Paul	Hereford	£21,624	£0	£18,055	£85,897	£12,345	£1,009	£1,367	£4,544	£962	£5,250
Kelly, Rt Hon Ruth	Bolton West	£17,472	£0	£16,930	£65,826	£5,970	£510	£618	£1,501	£930	£0
Kemp, Mr Fraser	Houghton & Washington East	£21,187	£0	£19,978	£82,601	£8,990	£284	£480	£2,616	£167	£0
Kennedy, Rt Hon Charles	Ross, Skye & Lochaber	£20,249	£0	£19,300	£84,781	£14,679	£231	£1,528	£4,598	£0	£0
Kennedy, Rt Hon Jane	Liverpool, Wavertree	£21,634	£0	£16,730	£87,079	£9,397	£837	£511	£1,040	£0	£0
Key, Robert	Salisbury	£18,184	£0	£19,224	£64,912	£3,652	£139	£710	£1,842	£344	£0
Khabra, Mr Piara S	Ealing, Southall	£0	£0	£18,382	£77,940	£3,007	£0	£414	£1,321	£0	£0
Khan, Mr Sadiq	Tooting	£0	£2,360	£28,290	£78,046	£2,280	£0	£2,265	£7,226	£1,166	£0
Kidney, Mr David	Stafford	£15,448	£0	£25,395	£69,802	£4,901	£854	£1,774	£4,739	£877	£6,949
Kilfoyle, Mr Peter	Liverpool, Walton	£21,634	£0	£11,920	£92,130	£11,619	£1,804	£808	£2,580	£0	£0
Kirkbride, Miss Julie	Bromsgrove	£21,613	£0	£22,438	£79,242	£9,042	£576	£1,114	£2,817	£0	£0
Knight, Rt Hon Greg	East Yorkshire	£18,476	£0	£8,824	£72,560	£7,655	£0	£611	£3,320	£1,099	£0
Knight, Jim	South Dorset	£18,271	£0	£14,830	£87,080	£2,566	£722	£986	£3,338	£930	£0
Kramer, Susan	Richmond Park	£0	£2,360	£28,072	£73,589	£0	£0	£1,474	£5,331	£834	£0
Kumar, Dr Ashok	Middlesbrough South & East Cleveland	£21,634	£0	£19,680	£84,400	£13,744	£561	£4,846	£14,473	£1,711	£0
Ladyman, Dr Stephen	South Thanet	£19,930	£0	£20,942	£67,415	£4,603	£21	£985	£1,905	£0	£0
Laing, Mrs Eleanor	Epping Forest	£21,631	£0	£13,894	£83,736	£1,756	£38	£286	£790	£713	£0
Lait, Mrs Jacqui	Beckenham	£21,222	£0	£22,291	£81,727	£6,847	£0	£1,068	£3,501	£1,058	£0
Lamb, Norman	North Norfolk	£19,966	£0	£22,321	£80,984	£8,332	£45	£1,886	£6,313	£877	£1,841
Lammy, Mr David	Tottenham	£0	£2,613	£19,945	£84,112	£1,673	£0	£1,592	£2,705	£0	£0
Lancaster, Mr Mark	North East Milton Keynes	£17,847	£0	£24,946	£73,401	£4,196	£41	£1,099	£4,105	£1,166	£0
Lansley, Mr Andrew	South Cambridgeshire	£20,110	£0	£17,462	£68,589	£5,822	£0	£756	£3,849	£506	£2,100
Laws, Mr David	Yeovil	£18,887	£0	£23,999	£80,068	£7,585	£150	£1,334	£6,887	£0	£0
Laxton, Mr Bob	Derby North	£18,872	£0	£20,000	£77,512	£5,948	£711	£450	£1,021	£0	£0
Lazarowicz, Mark	Edinburgh North & Leith	£17,547	£0	£20,052	£79,930	£9,825	£0	£2,845	£6,806	£355	£0
Leech, Mr John	Manchester, Withington	£21,437	£0	£25,237	£77,239	£13,524	£610	£2,529	£7,747	£930	£0
Leigh, Mr Edward	Gainsborough	£19,744	£0	£13,213	£87,072	£7,332	£325	£105	£420	£1,619	£0
Lepper, David	Brighton, Pavilion	£10,093	£0	£23,793	£79,614	£1,415	£128	£1,475	£6,687	£0	£0
Letwin, Rt Hon Oliver	West Dorset	£19,398	£0	£11,529	£81,849	£4,518	£131	£1,119	£2,507	£973	£0
Levitt, Tom	High Peak	£16,977	£0	£21,650	£74,262	£9,031	£516	£4,147	£12,044	£930	£0
Lewis, Mr Ivan	Bury South	£21,562	£0	£19,930	£61,229	£7,278	£0	£817	£1,969	£0	£0
Lewis, Dr Julian	New Forest East	£20,830	£0	£14,462	£80,972	£4,184	£208	£522	£1,406	£0	£0
Liddell-Grainger, Mr Ian	Bridgwater	£21,634	£0	£15,709	£83,668	£6,892	£990	£713	£1,724	£321	£0
Lidington, Mr David	Aylesbury	£19,547	£0	£17,374	£70,950	£7,500	£41	£868	£4,383	£744	£0
Lilley, Rt Hon Peter	Hitchin & Harpenden	£19,183	£0	£16,553	£87,528	£3,006	£138	£2,117	£6,139	£276	£0
Linton, Martin	Battersea	£0	£2,613	£21,484	£81,868	£3,410	£0	£2,409	£8,573	£1,014	£1,762
Lloyd, Tony	Manchester Central	£18,741	£0	£26,011	£75,582	£10,515	£100	£1,116	£2,199	£581	£0
Llwyd, Mr Elfyn	Meirionnydd Nant Conwy	£15,444	£0	£26,624	£76,893	£12,807	£1,404	£317	£1,211	£1,231	£0
Lord, Sir Michael	Central Suffolk & North Ipswich	£21,624	£0	£19,194	£69,444	£6,242	£0	£525	£2,082	£922	£0
Loughton, Tim	East Worthing & Shoreham	£21,634	£0	£18,043	£81,167	£6,407	£60	£618	£1,455	£0	£0
Love, Mr Andy	Edmonton	£21,634	£0	£18,976	£81,340	£1,228	£0	£1,874	£5,899	£1,029	£0
Lucas, Ian	Wrexham	£16,200	£0	£20,345	£65,618	£9,269	£1,037	£446	£2,169	£0	£0
Luff, Peter	Mid Worcestershire	£19,483	£0	£23,775	£70,265	£6,777	£353	£1,253	£3,836	£0	£0
MacDougall, Mr John	Glenrothes	£20,960	£0	£19,927	£83,185	£14,673	£1,154	£316	£680	£878	£0
Mackay, Rt Hon Andrew	Bracknell	£21,545	£0	£23,981	£62,202	£7,110	£299	£731	£2,296	£764	£0
Mackinlay, Andrew	Thurrock	£14,990	£0	£20,011	£83,829	£7,345	£0	£903	£1,831	£0	£0
Maclean, Rt Hon David	Penrith & The Border	£15,167	£0	£19,727	£75,523	£15,724	£0	£938	£1,744	£877	£0
MacNeil, Mr Angus	Na h-Eileanan an Iar	£21,634	£0	£18,366	£40,607	£27,976	£424	£443	£2,756	£895	£0
MacShane, Rt Hon Denis	Rotherham	£21,625	£0	£20,820	£73,681	£13,528	£712	£1,391	£3,593	£0	£0
Mactaggart, Fiona	Slough	£3,280	£0	£18,743	£85,328	£362	£0	£2,657	£9,494	£180	£0
Mahmood, Mr Khalid	Birmingham, Perry Barr	£21,634	£0	£22,916	£65,935	£13,079	£996	£45	£150	£0	£0
Main, Anne	St Albans	£20,385	£0	£20,000	£73,317	£6,362	£15	£1,483	£2,643	£1,233	£0
Malins, Mr Humfrey	Woking	£17,030	£0	£15,837	£63,116	£4,221	£220	£436	£1,350	£603	£0
Malik, Mr Shahid	Dewsbury	£21,634	£0	£28,389	£67,641	£9,688	£207	£825	£2,885	£1,166	£0
Mallaber, Judy	Amber Valley	£10,991	£0	£15,529	£86,637	£5,649	£0	£480	£1,416	£1,881	£9,244
Mann, John	Bassetlaw	£13,690	£0	£18,706	£83,713	£9,185	£769	£3,386	£9,030	£180	£0
Maples, Mr John	Stratford-on-Avon	£21,634	£0	£18,422	£68,439	£4,298	£23	£591	£2,316	£639	£0
Marris, Rob	Wolverhampton South West	£9,967	£0	£19,470	£78,009	£2,632	£574	£1,067	£2,700	£649	£0
Marshall, Mr David	Glasgow East	£10,945	£0	£17,145	£75,694	£11,418	£3,303	£515	£1,408	£0	£0
Marsden, Mr Gordon	Blackpool South	£7,828	£0	£21,425	£76,174	£14,330	£0	£917	£2,565	£0	£0
Marshall-Andrews, Mr Robert	Medway	£16,969	£0	£6,730	£88,187	£928	£98	£544	£1,877	£702	£0
Martlew, Mr Eric	Carlisle	£21,052	£0	£17,998	£66,168	£10,462	£0	£465	£934	£0	£3,249
Martin, Rt Hon Michael J.	Glasgow North East	£9,551	£0	£7,364	£38,407	£10,349	£538	£83	£662	£0	£0
Mates, Rt Hon Michael	East Hampshire	£21,556	£0	£19,534	£73,852	£5,372	£547	£427	£1,423	£506	£0
Maude, Rt Hon Francis	Horsham	£5,519	£0	£19,954	£67,605	£1,588	£0	£566	£1,723	£0	£0
May, Rt Hon Theresa	Maidenhead	£4,878	£0	£18,083	£67,035	£2,351	£0	£1,266	£1,936	£692	£0
McAvoy, Rt Hon Thomas	Rutherglen & Hamilton West	£21,554	£0	£16,000	£88,071	£13,705	£160	£123	£600	£1,685	£0
McCafferty, Chris	Calder Valley	£21,619	£0	£19,637	£84,440	£7,588	£1,500	£1,061	£2,570	£1,058	£0
McCartney, Rt Hon Ian	Makerfield	£19,835	£0	£19,996	£83,640	£9,463	£1,303	£661	£2,833	£0	£0
McCarthy, Kerry	Bristol East	£21,139	£0	£22,992	£73,851	£5,851	£908	£1,064	£1,062	£930	£0
McCabe, Stephen	Birmingham, Hall Green	£11,488	£0	£20,196	£50,952	£4,281	£1,555	£1,944	£6,903	£1,895	£0
McCarthy-Fry, Sarah	Portsmouth North	£21,633	£0	£19,170	£70,324	£5,768	£97	£1,331	£5,280	£1,240	£0
McCrea, Rev Dr William	South Antrim	£21,634	£0	£28,220	£49,168	£2,657	£0	£713	£2,916	£930	£0
McDonnell, Dr Alasdair	Belfast South	£21,634	£0	£19,942	£83,882	£11,299	£2,139	£440	£1,125	£1,089	£754
McDonnell, John	Hayes & Harlington	£0	£2,613	£19,383	£84,669	£2,969	£0	£5,342	£15,489	£962	£0
McDonagh, Siobhain	Mitcham & Morden	£0	£2,613	£20,432	£83,288	£1,497	£0	£7,167	£22,339	£0	£0
McFall, Rt Hon John	West Dunbartonshire	£21,532	£0	£21,043	£81,820	£14,478	£562	£1,104	£2,972	£825	£0
McFadden, Mr Pat	Wolverhampton South East	£15,206	£0	£19,727	£56,541	£5,644	£351	£1,289	£4,290	£1,082	£514
McGovern, Mr Jim	Dundee West	£21,578	£0	£28,267	£63,476	£13,159	£600	£672	£1,874	£1,166	£0
McGrady, Mr Eddie	South Down	£7,903	£0	£25,209	£78,769	£12,751	£459	£751	£1,616	£180	£0
McGuire, Mrs Anne	Stirling	£19,736	£0	£20,045	£65,044	£11,318	£0	£1,861	£5,419	£977	£0
McGuinness, Mr Martin	Mid Ulster	£7,500	£0	£8,298	£17,834	£7,750	£395	£0	£0	£836	£0
McIntosh, Miss Anne	Vale of York	£18,279	£0	£15,647	£53,200	£12,201	£486	£1,081	£2,976	£269	£0
McIsaac, Shona	Cleethorpes	£17,011	£0	£11,511	£92,318	£5,012	£120	£1,069	£2,174	£0	£0
McKechin, Ann	Glasgow North	£12,669	£0	£18,912	£70,547	£12,029	£851	£1,750	£6,148	£0	£0
McKenna, Rosemary	Cumbernauld, Kilsyth & Kirkintilloch East	£21,634	£0	£26,660	£74,216	£14,428	£2,414	£837	£1,662	£0	£3,048
McLoughlin, Rt Hon Patrick	West Derbyshire	£21,202	£0	£17,958	£68,664	£9,244	£108	£1,251	£3,492	£962	£0
McNulty, Mr Tony	Harrow East	£8,251	£0	£20,000	£83,156	£0	£0	£358	£590	£0	£0
Meacher, Rt Hon Michael	Oldham West & Royton	£6,930	£0	£20,000	£84,080	£9,266	£34	£834	£2,238	£913	£0
Meale, Mr Alan	Mansfield	£21,594	£0	£19,067	£84,165	£16,841	£1,325	£763	£3,278	£0	£0
Mercer, Patrick	Newark	£21,634	£0	£9,302	£91,140	£9,279	£478	£481	£1,074	£0	£0
Merron, Gillian	Lincoln	£19,969	£0	£14,415	£81,813	£6,707	£1,310	£2,448	£6,064	£754	£0
Michael, Rt Hon Alun	Cardiff South & Penarth	£19,768	£0	£19,167	£65,967	£2,717	£1,345	£431	£1,190	£1,251	£0
Milburn, Rt Hon Alan	Darlington	£21,340	£0	£20,596	£79,531	£21,506	£2,002	£784	£3,148	£0	£0
Miliband, Rt Hon David	South Shields	£21,611	£0	£23,373	£79,737	£6,186	£2,486	£1,196	£1,100	£0	£0
Miller, Andrew	Ellesmere Port & Neston	£19,667	£0	£17,172	£82,512	£11,569	£162	£1,442	£3,834	£219	£0
Miliband, Edward	Doncaster North	£7,246	£0	£19,567	£75,766	£7,270	£943	£1,603	£4,524	£1,233	£0
Miller, Mrs Maria	Basingstoke	£21,632	£0	£25,149	£69,693	£3,215	£117	£1,216	£3,651	£1,188	£0
Milton, Anne	Guildford	£13,544	£0	£19,810	£65,011	£4,359	£86	£1,213	£3,843	£1,014	£0
Mitchell, Mr Austin	Great Grimsby	£21,619	£0	£19,242	£83,209	£11,113	£1,426	£1,527	£4,102	£0	£0
Mitchell, Mr Andrew	Sutton Coldfield	£21,102	£0	£20,637	£81,531	£6,196	£100	£1,213	£5,687	£0	£0
Moffat, Anne	East Lothian	£20,958	£0	£28,258	£82,441	£15,027	£853	£34	£225	£276	£0
Moffatt, Laura	Crawley	£21,634	£0	£25,686	£74,857	£3,117	£18	£3,355	£9,522	£180	£0
Mole, Chris	Ipswich	£13,789	£0	£20,000	£83,391	£3,005	£129	£1,169	£7,288	£1,106	£3,041
Moon, Mrs Madeleine	Bridgend	£21,634	£0	£27,348	£76,580	£8,445	£498	£1,928	£6,547	£930	£1,233
Moore, Mr Michael	Berwickshire, Roxburgh & Selkirk	£21,570	£0	£20,458	£76,937	£15,744	£1,129	£485	£2,537	£761	£0
Moran, Margaret	Luton South	£16,656	£0	£28,400	£63,681	£4,014	£0	£3,796	£13,694	£1,096	£5,788
Morden, Jessica	Newport East	£19,292	£0	£19,953	£74,129	£6,189	£1,262	£1,201	£2,378	£1,082	£0
Morgan, Julie	Cardiff North	£10,027	£0	£20,457	£83,622	£7,767	£2,110	£757	£2,958	£962	£0
Morley, Mr Elliot	Scunthorpe	£18,864	£0	£19,884	£77,275	£11,487	£466	£328	£1,045	£0	£0
Moss, Mr Malcolm	North East Cambridgeshire	£21,633	£0	£18,434	£85,646	£6,585	£86	£813	£2,621	£692	£0
Mountford, Kali	Colne Valley	£21,634	£0	£25,096	£79,042	£13,919	£1,129	£1,304	£1,200	£0	£0
Mudie, Mr George	Leeds East	£19,534	£0	£19,521	£84,560	£9,518	£1,973	£1,246	£4,052	£0	£5,256
Mulholland, Greg	Leeds North West	£18,824	£0	£28,064	£75,929	£5,824	£280	£1,012	£3,093	£1,082	£0
Mullin, Mr Chris	Sunderland South	£20,004	£0	£10,396	£81,819	£4,927	£0	£353	£649	£493	£0
Mundell, David	Dumfriesshire, Clydesdale & Tweeddale	£19,177	£0	£28,329	£71,095	£16,210	£683	£1,706	£5,029	£930	£0
Munn, Meg	Sheffield, Heeley	£21,509	£0	£18,578	£72,094	£8,201	£1,850	£1,985	£12,825	£973	£158
Murphy, Conor	Newry & Armagh	£7,500	£0	£8,326	£18,008	£3,872	£0	£256	£948	£0	£0
Murphy, Mr Denis	Wansbeck	£19,525	£0	£19,613	£83,604	£10,062	£948	£791	£2,152	£0	£0
Murphy, Mr Jim	East Renfrewshire	£21,284	£0	£27,177	£75,681	£14,196	£304	£2,029	£8,146	£1,029	£0
Murphy, Rt Hon Paul	Torfaen	£15,282	£0	£16,686	£85,067	£3,750	£1,498	£615	£909	£137	£0
Murrison, Dr Andrew	Westbury	£21,556	£0	£23,576	£79,626	£6,210	£24	£1,159	£3,661	£137	£0
Naysmith, Dr Doug	Bristol North West	£16,943	£0	£16,472	£82,474	£7,499	£755	£520	£1,509	£777	£1,498
Newmark, Mr Brooks	Braintree	£20,000	£0	£18,253	£69,633	£191	£374	£938	£3,410	£1,082	£0
Norris, Dan	Wansdyke	£21,613	£0	£20,200	£83,844	£10,790	£1,248	£767	£3,076	£0	£12,909
Oaten, Mr Mark	Winchester	£21,558	£0	£19,991	£83,909	£4,684	£326	£1,543	£3,970	£944	£1,105
