# Members' Allowance Expenditure April 2005 ­ March 2006
# Member, Constituency, Cost of staying away from main home,
#	London Supplement, Office running costs*, Staffing costs*,
#	Members' travel, Members' staff travel, Centrally purchased
#	stationery, Stationery: associated postage, Central IT
#	provision, (WUA and) Other costs

Borrow, Mr David S	South Ribble	£21,291	£0	£19,295	£76,224	£7,970	£1,149	£948	£2,942	£0	£0
Boswell, Mr Tim	Daventry	£5,027	£0	£10,171	£87,707	£3,594	£0	£513	£2,078	£0	£0
Bottomley, Peter	Worthing West	£20,012	£0	£6,020	£86,214	£4,145	£42	£681	£1,397	£0	£0
Bradshaw, Mr Ben	Exeter	£9,775	£0	£16,344	£75,130	£3,601	£646	£1,302	£3,669	£0	£0
Brady, Mr Graham	Altrincham & Sale West	£21,634	£0	£15,455	£80,923	£11,051	£698	£724	£1,880	£0	£0
Brake, Tom	Carshalton & Wallington	£0	£2,613	£19,973	£84,078	£2,016	£0	£2,070	£5,360	£0	£0
Brazier, Mr Julian	Canterbury	£12,573	£0	£16,392	£83,529	£3,046	£24	£1,079	£4,106	£1,029	£0
Breed, Mr Colin	South East Cornwall	£14,571	£0	£19,514	£71,064	£10,700	£1,105	£619	£2,564	£0	£0
Brennan, Kevin	Cardiff West	£12,017	£0	£20,000	£78,211	£8,848	£1,791	£596	£2,039	£0	£0
Brokenshire, James	Hornchurch	£0	£0	£18,658	£61,511	£1,586	£0	£739	£2,380	£945	£0
Brooke, Annette	Mid Dorset & North Poole	£13,404	£0	£18,639	£73,865	£4,566	£468	£660	£1,708	£0	£0
Browning, Angela	Tiverton & Honiton	£19,781	£0	£10,122	£90,755	£6,382	£551	£918	£2,553	£321	£0
Browne, Rt Hon Des	Kilmarnock & Loudoun	£21,606	£0	£15,883	£78,767	£11,064	£66	£880	£2,519	£0	£402
Brown, Rt Hon Gordon	Kirkcaldy & Cowdenbeath	£18,681	£0	£18,704	£83,755	£7,608	£2,565	£1,254	£2,019	£0	£0
Browne, Mr Jeremy	Taunton	£21,565	£0	£28,395	£74,458	£6,979	£1,802	£1,306	£3,260	£1,053	£0
Brown, Lyn	West Ham	£0	£2,360	£16,428	£78,533	£3,667	£0	£1,285	£3,238	£555	£0
Brown, Rt Hon Nicholas	Newcastle upon Tyne East & Wallsend	£21,634	£0	£19,991	£84,038	£13,120	£0	£536	£1,735	£0	£0
Brown, Mr Russell	Dumfries & Galloway	£21,631	£0	£28,408	£73,131	£14,944	£0	£2,559	£7,463	£0	£0
Bruce, Rt Hon Malcolm	Gordon	£18,585	£0	£19,024	£82,993	£19,716	£1,409	£1,294	£3,260	£0	£0
Bryant, Chris	Rhondda	£21,634	£0	£17,022	£84,037	£10,799	£1,420	£1,360	£6,885	£1,099	£0
Buck, Ms Karen	Regent's Park & Kensington North	£0	£2,613	£19,909	£84,172	£763	£0	£3,062	£7,878	£1,057	£0
Burden, Richard	Birmingham, Northfield	£20,360	£0	£19,797	£84,027	£6,663	£418	£1,233	£2,839	£137	£1,453
Burgon, Colin	Elmet	£21,442	£0	£19,110	£83,332	£8,769	£2,172	£701	£642	£0	£0
Burnham, Andy	Leigh	£16,147	£0	£13,279	£80,555	£8,869	£175	£739	£1,928	£828	£0
Burns, Mr Simon	West Chelmsford	£16,610	£0	£19,742	£80,846	£4,852	£20	£551	£2,146	£0	£0
Burrowes, Mr David	Enfield, Southgate	£0	£2,360	£28,380	£75,224	£1,086	£30	£1,084	£2,852	£1,082	£0
Burstow, Mr Paul	Sutton & Cheam	£0	£2,613	£21,134	£82,945	£2,271	£10	£1,195	£3,950	£0	£543
Burt, Alistair	North East Bedfordshire	£21,591	£0	£18,894	£77,877	£7,118	£23	£344	£758	£559	£0
Burt, Lorely	Solihull	£21,634	£0	£22,340	£81,703	£3,274	£250	£1,627	£6,373	£937	£0
Butler, Ms Dawn	Brent South	£15,442	£0	£20,000	£83,251	£1,348	£30	£2,410	£4,550	£1,014	£0
Butterfill, Sir John	Bournemouth West	£15,337	£0	£15,842	£78,820	£4,133	£86	£504	£1,094	£793	£0
Byers, Rt Hon Stephen	North Tyneside	£14,208	£0	£20,607	£72,711	£10,502	£233	£240	£511	£302	£0
Byrne, Mr Liam	Birmingham, Hodge Hill	£21,500	£0	£21,100	£81,081	£5,110	£489	£7,548	£18,212	£1,948	£0
Cable, Dr Vincent	Twickenham	£0	£2,613	£19,505	£83,515	£3,103	£0	£1,814	£4,925	£0	£0
Caborn, Rt Hon Richard	Sheffield Central	£21,304	£0	£19,999	£84,078	£11,979	£365	£545	£2,443	£0	£158
Cairns, David	Inverclyde	£18,810	£0	£19,817	£67,223	£12,311	£0	£1,200	£1,342	£754	£0
Cameron, Rt Hon David	Witney	£21,359	£0	£19,719	£83,858	£2,666	£133	£2,506	£5,166	£322	£0
Campbell, Mr Alan	Tynemouth	£21,568	£0	£28,394	£74,970	£14,508	£0	£1,246	£1,879	£0	£0
Campbell, Mr Gregory	East Londonderry	£18,762	£0	£21,573	£69,982	£26,023	£369	£293	£1,068	£944	£0
Campbell, Rt Hon Sir Menzies	North East Fife	£10,964	£0	£19,518	£73,756	£13,449	£370	£747	£3,088	£1,725	£0
Campbell, Mr Ronnie	Blyth Valley	£21,634	£0	£19,971	£83,907	£8,321	£2,196	£376	£450	£0	£0
Carmichael, Mr Alistair	Orkney & Shetland	£21,634	£0	£24,465	£73,727	£38,559	£2,186	£136	£784	£324	£0
Carswell, Mr Douglas	Harwich	£10,869	£0	£19,270	£81,320	£7,528	£1,213	£490	£2,598	£892	£0
Cash, Mr William	Stone	£21,634	£0	£19,788	£71,463	£10,025	£711	£197	£912	£675	£0
Caton, Mr Martin	Gower	£18,303	£0	£11,370	£77,330	£6,587	£0	£383	£1,923	£276	£0
Cawsey, Mr Ian	Brigg & Goole	£18,609	£0	£17,300	£76,024	£12,130	£0	£497	£2,216	£1,189	£0
Challen, Colin	Morley & Rothwell	£16,521	£0	£18,137	£83,383	£11,316	£2,573	£1,548	£5,182	£0	£0
Chapman, Ben	Wirral South	£21,634	£0	£25,298	£78,456	£12,432	£1,443	£1,762	£4,550	£0	£73
Chaytor, Mr David	Bury North	£21,332	£0	£28,320	£75,761	£8,619	£2,667	£2,567	£5,873	£793	£0
Chope, Mr Christopher	Christchurch	£21,634	£0	£16,711	£82,801	£5,443	£0	£560	£2,293	£976	£0
Clappison, Mr James	Hertsmere	£12,376	£0	£14,210	£84,676	£6,780	£0	£389	£1,754	£1,560	£0
Clapham, Mr Michael	Barnsley West & Penistone	£20,549	£0	£13,581	£62,915	£6,209	£240	£431	£999	£813	£0
Clarke, Rt Hon Charles	Norwich South	£19,224	£0	£25,284	£73,018	£5,136	£421	£1,106	£3,218	£527	£0
Clark, Greg	Tunbridge Wells	£19,726	£0	£19,863	£83,775	£1,672	£0	£1,199	£3,903	£1,089	£0
Clark, Ms Katy	North Ayrshire & Arran	£5,762	£0	£20,328	£75,141	£12,012	£638	£940	£3,898	£1,099	£0
Clarke, Rt Hon Kenneth	Rushcliffe	£10,710	£0	£5,270	£81,103	£3,620	£0	£963	£2,510	£339	£429
Clark, Paul	Gillingham	£21,625	£0	£25,488	£77,962	£4,460	£18	£844	£3,368	£1,166	£0
Clarke, Rt Hon Tom	Coatbridge, Chryston & Bellshill	£15,070	£0	£13,527	£88,351	£16,231	£2,056	£1,074	£3,656	£1,638	£0
Clegg, Mr Nick	Sheffield, Hallam	£21,610	£0	£28,400	£72,671	£4,825	£247	£720	£1,286	£937	£0
Clelland, Mr David	Tyne Bridge	£18,609	£0	£20,000	£67,947	£19,494	£524	£424	£1,350	£962	£0
Clifton-Brown, Mr Geoffrey	Cotswold	£21,634	£0	£20,000	£84,080	£3,888	£0	£936	£3,845	£1,096	£0
Clwyd, Rt Hon Ann	Cynon Valley	£21,634	£0	£16,899	£86,995	£4,170	£1,147	£665	£3,005	£937	£0
Coaker, Mr Vernon	Gedling	£13,414	£0	£25,177	£77,129	£6,677	£1,279	£1,974	£5,862	£148	£0
Coffey, Ann	Stockport	£21,042	£0	£20,491	£79,034	£11,610	£1,620	£828	£2,737	£1,096	£0
Cohen, Harry	Leyton & Wanstead	£21,634	£0	£19,821	£81,259	£2,570	£72	£534	£2,047	£944	£0
Connarty, Michael	Linlithgow & East Falkirk	£21,634	£0	£27,967	£76,265	£21,945	£593	£569	£1,946	£935	£0
Conway, Derek	Old Bexley & Sidcup	£21,634	£0	£23,495	£80,578	£4,274	£115	£347	£1,025	£1,029	£0
Cook, Frank	Stockton North	£21,634	£0	£26,001	£53,461	£12,400	£630	£436	£1,258	£0	£0
Cooper, Rosie	West Lancashire	£20,382	£0	£18,919	£76,307	£8,610	£413	£2,491	£6,212	£885	£0
Cooper, Yvette	Pontefract & Castleford	£14,234	£0	£18,679	£85,401	£12,610	£2,944	£3,135	£8,157	£292	£0
Corbyn, Jeremy	Islington North	£0	£2,613	£16,825	£89,075	£1,248	£0	£1,068	£3,386	£0	£0
Cormack, Sir Patrick	South Staffordshire	£21,529	£0	£16,787	£75,429	£4,530	£0	£1,191	£5,631	£389	£0
Cousins, Jim	Newcastle upon Tyne Central	£13,777	£0	£19,941	£80,686	£10,276	£1,493	£930	£1,669	£0	£1,623
Cox, Mr Geoffrey	Torridge & West Devon	£18,685	£0	£27,595	£55,756	£11,141	£362	£1,546	£3,626	£1,177	£0
Crabb, Mr Stephen	Preseli Pembrokeshire	£20,573	£0	£28,201	£68,156	£10,468	£190	£862	£2,346	£1,014	£0
Crausby, Mr David	Bolton North East	£21,634	£0	£21,306	£74,194	£7,661	£0	£537	£2,721	£0	£0
Creagh, Mary	Wakefield	£21,634	£0	£27,533	£60,997	£9,387	£534	£1,593	£4,961	£1,082	£0
Cruddas, Jon	Dagenham	£21,535	£0	£19,501	£84,417	£3,118	£0	£211	£1,034	£0	£0
Cryer, Mrs Ann	Keighley	£21,634	£0	£14,738	£89,343	£14,461	£2,000	£565	£79	£1,166	£0
Cummings, John	Easington	£21,634	£0	£13,056	£91,024	£16,811	£2,726	£331	£1,149	£0	£0
Cunningham, Mr Jim	Coventry South	£13,192	£0	£13,718	£72,212	£4,940	£32	£643	£2,049	£0	£0
Cunningham, Tony	Workington	£15,743	£0	£9,386	£71,782	£14,953	£0	£1,094	£3,799	£0	£0
Curry, Rt Hon David	Skipton & Ripon	£9,580	£0	£10,008	£85,528	£7,568	£127	£665	£1,420	£0	£0
Curtis-Thomas, Mrs Claire	Crosby	£21,628	£0	£19,897	£86,082	£7,653	£1,096	£1,613	£4,754	£148	£217
Darling, Rt Hon Alistair	Edinburgh South West	£19,436	£0	£20,919	£83,991	£12,360	£39	£595	£1,032	£733	£0
Davey, Mr Edward	Kingston & Surbiton	£0	£2,613	£19,931	£84,149	£2,009	£0	£1,500	£4,282	£0	£8,934
Davis, Rt Hon David	Haltemprice & Howden	£21,541	£0	£16,501	£81,475	£9,546	£361	£1,887	£3,673	£468	£0
Davies, David T. C.	Monmouth	£21,634	£0	£16,878	£45,717	£9,346	£0	£849	£2,472	£1,014	£0
Davidson, Mr Ian	Glasgow South West	£21,610	£0	£19,999	£83,812	£14,119	£0	£1,522	£5,044	£1,417	£7,998
Davies, Philip	Shipley	£21,634	£0	£19,956	£84,124	£9,769	£640	£1,347	£5,030	£1,082	£0
Davies, Mr Quentin	Grantham & Stamford	£21,634	£0	£8,405	£90,212	£10,714	£638	£353	£695	£0	£0
David, Mr Wayne	Caerphilly	£21,634	£0	£25,868	£78,130	£9,844	£462	£900	£1,906	£0	£0
Dean, Mrs Janet	Burton	£14,701	£0	£20,311	£72,846	£3,671	£0	£1,261	£3,005	£1,140	£0
Denham, Rt Hon John	Southampton, Itchen	£21,634	£0	£18,810	£77,496	£7,284	£118	£1,135	£3,440	£18	£795
Devine, Jim	Livingston	£16,187	£0	£13,263	£46,718	£12,975	£806	£271	£1,200	£877	£0
Dhanda, Mr Parmjit	Gloucester	£20,948	£0	£20,301	£83,766	£5,072	£945	£1,009	£3,077	£951	£0
Dismore, Mr Andrew	Hendon	£5,249	£0	£19,965	£85,760	£5,274	£0	£12,268	£25,146	£877	£0
Djanogly, Mr Jonathan	Huntingdon	£17,495	£0	£19,914	£61,546	£5,170	£40	£932	£2,607	£0	£0
Dobbin, Jim	Heywood & Middleton	£10,251	£0	£20,000	£84,064	£5,536	£1,472	£144	£0	£0	£0
Dobson, Rt Hon Frank	Holborn & St Pancras	£0	£2,613	£16,203	£86,880	£172	£0	£426	£1,477	£302	£0
Dodds, Mr Nigel	Belfast North	£21,613	£0	£17,901	£79,103	£20,321	£88	£1,516	£5,909	£0	£0
Doherty, Mr Pat	West Tyrone	£7,500	£0	£8,068	£16,934	£4,116	£0	£0	£0	£1,431	£0
Donaldson, Mr Jeffrey M.	Lagan Valley	£21,427	£0	£20,000	£77,476	£15,944	£0	£1,578	£4,536	£0	£11,761
Donohoe, Mr Brian H.	Central Ayrshire	£21,512	£0	£18,727	£79,797	£20,362	£801	£693	£2,293	£829	£0
Doran, Mr Frank	Aberdeen North	£21,038	£0	£28,395	£75,668	£23,100	£1,547	£723	£2,381	£0	£0
Dorries, Mrs Nadine	Mid Bedfordshire	£21,634	£0	£21,559	£68,006	£8,123	£0	£790	£2,031	£1,082	£0
Dorrell, Rt Hon Stephen	Charnwood	£18,421	£0	£6,606	£55,434	£5,377	£0	£547	£1,862	£0	£0
Dowd, Jim	Lewisham West	£0	£2,613	£20,912	£83,169	£1,639	£0	£476	£1,630	£0	£0
Drew, Mr David	Stroud	£5,606	£0	£15,927	£79,341	£8,812	£0	£1,266	£5,225	£1,177	£0
Duddridge, James	Rochford & Southend East	£21,612	£0	£26,930	£76,850	£4,094	£28	£608	£2,412	£1,233	£0
Duncan, Mr Alan	Rutland & Melton	£21,623	£0	£19,957	£83,937	£7,195	£63	£625	£1,587	£0	£0
Duncan Smith, Rt Hon Iain	Chingford & Woodford Green	£1,528	£0	£17,463	£79,980	£4,959	£52	£427	£1,667	£0	£0
Dunne, Mr Philip	Ludlow	£0	£0	£19,185	£83,927	£3,249	£0	£2,883	£8,834	£888	£0
Dunwoody, Mrs Gwyneth	Crewe & Nantwich	£3,421	£0	£20,119	£79,296	£9,909	£372	£576	£2,538	£271	£0
Durkan, Mark	Foyle	£18,105	£0	£25,787	£71,595	£10,884	£2,075	£340	£426	£1,082	£0
Eagle, Angela	Wallasey	£12,823	£0	£19,950	£84,081	£6,926	£742	£2,178	£3,000	£436	£0
Eagle, Maria	Liverpool, Garston	£11,264	£0	£17,100	£84,410	£7,839	£1,062	£225	£1,155	£0	£0
Efford, Clive	Eltham	£0	£2,613	£19,441	£84,640	£1,700	£8	£1,357	£3,570	£901	£1,197
Ellman, Mrs Louise	Liverpool, Riverside	£21,634	£0	£19,491	£82,908	£13,809	£216	£872	£2,976	£0	£0
Ellwood, Mr Tobias	Bournemouth East	£21,591	£0	£20,034	£67,109	£3,951	£574	£485	£800	£845	£0
Engel, Mrs Natascha	North East Derbyshire	£21,064	£0	£28,273	£75,655	£5,726	£514	£1,936	£6,443	£930	£0
Ennis, Jeff	Barnsley East & Mexborough	£9,604	£0	£9,578	£66,976	£6,044	£2,496	£459	£1,361	£0	£0
Etherington, Bill	Sunderland North	£21,634	£0	£19,894	£84,187	£11,797	£2,301	£511	£2,231	£0	£0
Evans, Mr Nigel	Ribble Valley	£21,634	£0	£23,721	£65,471	£14,171	£1,869	£645	£1,974	£1,536	£0
Evennett, Mr David	Bexleyheath & Crayford	£0	£2,360	£11,415	£59,151	£2,758	£0	£945	£2,085	£829	£0
Fabricant, Michael	Lichfield	£21,634	£0	£17,410	£71,600	£6,393	£0	£630	£2,289	£809	£0
Fallon, Mr Michael	Sevenoaks	£16,882	£0	£21,304	£64,904	£5,741	£0	£558	£1,050	£1,099	£0
Farrelly, Paul	Newcastle-under-Lyme	£21,634	£0	£16,077	£88,003	£12,877	£1,322	£1,439	£4,334	£0	£0
Farron, Tim	Westmorland & Lonsdale	£17,919	£0	£24,441	£79,639	£12,698	£633	£2,985	£8,340	£1,082	£235
Featherstone, Lynne	Hornsey & Wood Green	£0	£0	£18,211	£83,545	£3,180	£0	£3,141	£9,959	£1,082	£0
Field, Rt Hon Frank	Birkenhead	£12,006	£0	£17,201	£86,879	£10,903	£0	£722	£1,720	£0	£0
Field, Mr Mark	Cities of London & Westminster	£0	£2,613	£19,947	£81,295	£1,585	£0	£1,583	£2,607	£750	£0
Fisher, Mark	Stoke-on-Trent Central	£9,441	£0	£7,562	£86,407	£5,993	£0	£352	£808	£0	£0
Fitzpatrick, Jim	Poplar & Canning Town	£0	£2,613	£19,014	£76,890	£1,201	£0	£946	£3,490	£0	£0
Flello, Mr Robert	Stoke-on-Trent South	£21,634	£0	£29,801	£68,067	£10,114	£503	£1,722	£5,104	£1,255	£0
Flint, Caroline	Don Valley	£21,634	£0	£16,502	£67,703	£7,165	£803	£786	£1,358	£137	£0
Flynn, Paul	Newport West	£21,634	£0	£21,265	£82,816	£5,229	£575	£642	£2,174	£580	£0
Follett, Barbara	Stevenage	£21,634	£0	£19,997	£83,157	£2,277	£0	£947	£2,143	£816	£0
Foster, Mr Don	Bath	£21,012	£0	£21,358	£75,750	£6,449	£0	£771	£1,843	£0	£0
Foster, Michael Jabez	Hastings & Rye	£13,869	£0	£19,322	£84,758	£4,631	£149	£1,984	£6,865	£0	£2,333
Foster, Mr Michael	Worcester	£21,634	£0	£25,618	£74,623	£6,916	£284	£2,303	£5,571	£944	£0
Fox, Dr Liam	Woodspring	£21,634	£0	£19,880	£86,804	£7,071	£0	£797	£1,334	£937	£0
Francis, Dr Hywel	Aberavon	£21,634	£0	£19,999	£72,018	£7,772	£0	£518	£2,869	£603	£5,377
Francois, Mr Mark	Rayleigh	£18,509	£0	£15,956	£78,281	£5,520	£0	£983	£2,862	£729	£0
Fraser, Mr Christopher	South West Norfolk	£21,634	£0	£22,147	£60,318	£6,287	£0	£691	£1,981	£878	£0
Gale, Mr Roger	North Thanet	£7,368	£0	£24,277	£73,423	£5,682	£0	£2,039	£4,827	£317	£587
Galloway, Mr George	Bethnal Green & Bow	£0	£2,360	£6,176	£97,809	£199	£304	£182	£0	£0	£0
Gapes, Mike	Ilford South	£21,584	£0	£17,921	£86,159	£3,857	£0	£639	£960	£1,029	£0
Gardiner, Barry	Brent North	£21,620	£0	£10,107	£91,258	£4,213	£0	£1,737	£4,914	£0	£0
Garnier, Mr Edward	Harborough	£20,245	£0	£19,564	£61,269	£9,533	£80	£640	£2,257	£137	£0
Gauke, Mr David	South West Hertfordshire	£0	£0	£19,833	£63,066	£2,157	£0	£1,788	£6,670	£878	£0
George, Andrew	St Ives	£21,634	£0	£25,000	£78,860	£17,473	£1,535	£1,761	£4,703	£793	£5,549
George, Rt Hon Bruce	Walsall South	£13,983	£0	£16,997	£85,798	£5,353	£239	£728	£2,962	£0	£0
Gerrard, Mr Neil	Walthamstow	£0	£2,613	£14,107	£79,247	£1,177	£0	£594	£1,094	£253	£0
Gibb, Mr Nick	Bognor Regis & Littlehampton	£21,625	£0	£11,508	£82,380	£7,079	£214	£318	£1,334	£375	£0
Gibson, Dr Ian	Norwich North	£21,634	£0	£19,238	£84,831	£5,716	£137	£1,317	£3,138	£719	£5,645
Gidley, Sandra	Romsey	£21,112	£0	£19,056	£85,013	£5,382	£178	£1,067	£3,412	£180	£0
Gildernew, Michelle	Fermanagh & South Tyrone	£7,500	£0	£8,295	£19,312	£5,791	£0	£0	£0	£0	£0
Gillan, Mrs Cheryl	Chesham & Amersham	£21,634	£0	£28,378	£74,776	£4,314	£0	£466	£7,575	£0	£0
Gilroy, Linda	Plymouth, Sutton	£21,634	£0	£17,578	£75,674	£7,659	£1,026	£1,572	£8,485	£962	£0
Godsiff, Mr Roger	Birmingham, Sparkbrook & Small Heath	£21,634	£0	£26,046	£78,035	£7,648	£817	£3,350	£9,776	£629	£0
Goggins, Paul	Wythenshawe & Sale East	£21,473	£0	£21,134	£70,388	£11,585	£1,707	£770	£2,345	£1,517	£0
Goldsworthy, Julia	Falmouth & Camborne	£21,536	£0	£26,284	£77,060	£11,210	£624	£1,211	£4,991	£1,025	£0
Goodman, Helen	Bishop Auckland	£21,555	£0	£16,826	£67,062	£11,214	£568	£773	£2,467	£930	£0
Goodman, Mr Paul	Wycombe	£12,137	£0	£16,480	£78,807	£1,948	£0	£580	£1,678	£180	£0
Goodwill, Mr Robert	Scarborough & Whitby	£21,267	£0	£25,749	£60,344	£8,849	£0	£430	£1,319	£1,014	£0
Gove, Michael	Surrey Heath	£21,634	£0	£19,424	£81,114	£7,420	£75	£861	£1,816	£1,101	£0
Grayling, Chris	Epsom & Ewell	£20,616	£0	£27,894	£76,187	£5,988	£0	£1,032	£3,613	£148	£0
Gray, Mr James	North Wiltshire	£21,634	£0	£19,631	£84,019	£7,735	£897	£1,081	£2,816	£983	£0
Green, Damian	Ashford	£19,463	£0	£19,151	£80,844	£3,387	£18	£248	£644	£101	£8,002
Greening, Justine	Putney	£0	£2,360	£21,537	£72,749	£1,837	£0	£960	£2,567	£1,195	£0
