# Members' Allowance Expenditure April 2006 - March 2007
# Member, Cost of staying away from main home, London supplement
# Office running costs, Staffing costs, Members' travel allowance:
# (Car, 3rd party vehicle mileage & rental, Rail, Air, Other travel, European)
# Members' staff travel, Centrally purchased stationery,
# Stationery: associated postage costs, Central IT provision, Staff cover &
# other costs

Anderson, Janet	£22,110	£0	£29,157	£78,550	£13,851	£0	£1,772	£3,204	£0	£0	£1,489	£1,512	£2,833	£1,132	£0
Arbuthnot, Rt Hon James	£22,110	£0	£24,808	£83,291	£2,709	£0	£499	£0	£197	£825	£51	£473	£2,362	£1,352	£0
Armstrong, Rt Hon Hilary	£14,742	£0	£18,679	£68,713	£1,785	£0	£7,866	£2,144	£0	£0	£224	£930	£3,645	£1,071	£941
Atkins, Charlotte	£22,110	£0	£21,557	£86,159	£6,984	£0	£250	£0	£0	£0	£1,536	£4,431	£12,823	£1,058	£0
Atkinson, Mr Peter	£22,110	£0	£19,235	£84,555	£4,467	£0	£4,333	£2,339	£0	£0	£0	£456	£2,692	£762	£0
Austin, Mr Ian	£22,076	£0	£20,907	£86,356	£2,396	£0	£6,077	£0	£0	£0	£176	£2,944	£8,557	£1,233	£0
Austin, John	£22,110	£0	£12,895	£90,320	£1,077	£0	£133	£0	£0	£685	£0	£1,155	£3,192	£930	£0
Bacon, Mr Richard	£22,110	£0	£20,455	£87,260	£4,703	£0	£2,605	£0	£0	£0	£1,114	£1,095	£3,146	£930	£5,567
Bailey, Mr Adrian	£21,739	£0	£18,615	£87,978	£3,036	£0	£2,646	£0	£0	£0	£261	£666	£1,662	£1,055	£0
Baird, Vera	£19,191	£0	£19,907	£87,808	£3,227	£0	£9,694	£0	£0	£0	£2,776	£954	£2,144	£1,071	£0
Baker, Norman	£21,085	£0	£29,536	£80,386	£1,210	£0	£3,905	£0	£0	£461	£199	£1,505	£2,920	£935	£362
Baldry, Tony	£2,596	£0	£21,916	£85,788	£3,533	£0	£159	£0	£0	£964	£0	£1,282	£3,815	£1,345	£0
Balls, Rt Hon Ed	£15,979	£0	£26,801	£80,915	£5,064	£30	£8,839	£0	£0	£0	£1,266	£3,928	£10,740	£1,014	£2,500
Banks, Gordon	£20,264	£0	£26,444	£79,618	£3,007	£0	£2,081	£13,605	£0	£0	£268	£1,192	£3,767	£1,014	£0
Barker, Gregory	£21,507	£0	£27,296	£77,580	£3,805	£0	£1,574	£501	£0	£687	£0	£403	£1,166	£1,150	£0
Barlow, Ms Celia	£22,110	£0	£25,352	£82,219	£3,882	£1	£1,938	£0	£3,240	£0	£287	£1,572	£5,572	£1,014	£0
Baron, Mr John	£22,110	£0	£15,411	£92,304	£3,026	£0	£0	£0	£888	£0	£0	£1,500	£5,893	£1,168	£0
Barrett, John	£22,110	£0	£25,392	£80,418	£782	£0	£1,591	£9,631	£0	£0	£968	£1,067	£1,460	£1,008	£0
Barron, Rt Hon Kevin	£22,110	£0	£13,036	£94,517	£8,509	£0	£1,470	£0	£0	£0	£203	£600	£1,285	£973	£0
Battle, Rt Hon John	£16,342	£0	£20,440	£87,252	£3,254	£0	£7,340	£159	£0	£0	£3,180	£1,063	£2,272	£996	£0
Bayley, Hugh	£22,110	£0	£20,424	£87,055	£6,343	£78	£4,467	£658	£55	£0	£669	£1,839	£3,710	£909	£5,744
Beckett, Rt Hon Margaret	£15,430	£0	£1,355	£102,680	£0	£0	£0	£0	£0	£0	£105	£1,126	£2,846	£629	£0
Begg, Miss Anne	£21,215	£0	£24,265	£80,474	£2,128	£826	£795	£11,972	£1,286	£0	£4,418	£1,600	£4,255	£996	£0
Beith, Rt Hon Alan	£22,110	£0	£18,730	£81,048	£2,337	£0	£6,280	£800	£0	£0	£1,298	£818	£1,386	£1,365	£0
Bellingham, Mr Henry	£21,650	£0	£17,679	£82,789	£4,365	£0	£670	£104	£0	£361	£0	£1,185	£3,376	£1,174	£0
Bell, Sir Stuart	£22,108	£0	£8,317	£80,664	£8,176	£0	£5,534	£0	£0	£1,564	£2,313	£357	£427	£935	£0
Benn, Rt Hon Hilary	£11,007	£0	£19,181	£61,711	£0	£0	£10,323	£136	£0	£0	£0	£657	£1,774	£1,198	£0
Benton, Mr Joe	£17,992	£0	£16,952	£88,729	£1,680	£98	£7,277	£0	£0	£0	£0	£263	£1,530	£873	£0
Benyon, Mr Richard	£1,098	£0	£20,881	£75,624	£1,412	£0	£502	£0	£0	£0	£420	£599	£895	£1,014	£0
Bercow, John	£22,110	£0	£24,849	£66,368	£5,105	£0	£0	£0	£0	£0	£712	£1,004	£2,243	£878	£0
Beresford, Sir Paul	£5,328	£0	£20,207	£86,468	£3,833	£0	£401	£0	£0	£0	£0	£1,185	£1,602	£666	£0
Berry, Dr Roger	£22,110	£0	£19,944	£84,107	£5,580	£0	£0	£0	£0	£754	£540	£1,343	£3,995	£1,039	£0
Betts, Mr Clive	£22,110	£0	£20,168	£87,548	£6,680	£0	£2,529	£0	£0	£692	£415	£1,352	£5,032	£1,187	£832
Binley, Mr Brian	£21,200	£0	£28,362	£77,386	£1,824	£0	£162	£0	£0	£696	£0	£595	£2,078	£947	£0
Blackman, Liz	£22,102	£0	£20,344	£87,070	£5,378	£0	£0	£0	£0	£0	£154	£1,868	£6,657	£973	£454
Blair, Rt Hon Tony	£10,917	£0	£4,386	£79,491	£0	£0	£317	£0	£0	£0	£316	£125	£490	£1,042	£0
Blears, Rt Hon Hazel	£22,110	£0	£29,245	£74,397	£1,480	£0	£10,995	£162	£0	£0	£623	£2,731	£10,392	£1,090	£0
Blizzard, Mr Bob	£22,108	£0	£20,532	£87,149	£4,119	£0	£1,304	£231	£0	£0	£109	£1,713	£5,693	£930	£0
Blunt, Mr Crispin	£22,109	£0	£20,157	£87,363	£2,977	£0	£1,049	£0	£0	£0	£11	£376	£1,895	£1,134	£0
Blunkett, Rt Hon David	£22,110	£0	£18,864	£88,851	£0	£987	£3,231	£0	£0	£0	£61	£828	£2,852	£5,327	£0
Bone, Mr Peter	£22,110	£0	£17,278	£90,188	£3,923	£0	£1,449	£0	£0	£742	£752	£671	£2,578	£1,014	£0
Borrow, Mr David S	£22,110	£0	£20,490	£88,249	£4,705	£0	£6,620	£421	£0	£0	£1,574	£1,489	£4,043	£1,155	£0
Boswell, Mr Tim	£5,560	£0	£12,964	£88,367	£2,506	£4	£320	£0	£0	£528	£0	£654	£2,167	£847	£0
Bottomley, Peter	£11,170	£0	£9,654	£75,065	£4,231	£0	£78	£971	£0	£0	£39	£756	£1,731	£1,090	£0
Bradshaw, Mr Ben	£13,918	£0	£20,106	£86,086	£0	£0	£3,757	£0	£0	£0	£240	£1,426	£4,758	£827	£0
Brady, Mr Graham	£22,110	£0	£17,562	£82,896	£5,581	£0	£1,081	£1,760	£0	£0	£636	£752	£2,556	£678	£0
Brake, Tom	£0	£2,712	£23,026	£83,140	£432	£0	£245	£0	£1,616	£0	£0	£3,351	£8,804	£1,058	£0
Brazier, Mr Julian	£14,698	£0	£19,226	£90,603	£4,054	£0	£172	£0	£0	£1,343	£57	£978	£3,469	£1,029	£0
Breed, Mr Colin	£16,244	£0	£25,393	£73,982	£5,460	£0	£8,056	£0	£0	£0	£459	£684	£2,165	£1,058	£0
Brennan, Kevin	£13,703	£0	£20,252	£84,764	£2,476	£0	£6,537	£0	£0	£0	£2,031	£387	£1,498	£872	£0
Brokenshire, James	£0	£0	£14,604	£79,469	£108	£0	£850	£0	£1,640	£0	£0	£920	£1,494	£1,125	£0
Brooke, Annette	£18,820	£0	£20,994	£77,079	£1,416	£0	£2,762	£0	£0	£0	£223	£749	£2,336	£1,013	£0
Browning, Angela	£20,376	£0	£11,796	£95,920	£6,465	£0	£135	£0	£0	£1,119	£115	£871	£3,372	£1,212	£0
Browne, Rt Hon Des	£18,521	£0	£15,275	£83,724	£260	£0	£1,584	£9,441	£0	£0	£0	£737	£2,031	£1,059	£4,714
Brown, Rt Hon Gordon	£17,017	£0	£18,961	£86,055	£0	£0	£188	£9,557	£0	£0	£0	£835	£1,977	£935	£0
Browne, Mr Jeremy	£22,094	£0	£20,436	£87,391	£2,038	£0	£4,794	£0	£0	£650	£272	£1,306	£3,142	£1,053	£0
Brown, Lyn	£7,370	£1,830	£21,465	£83,937	£1,083	£0	£20	£0	£0	£0	£0	£1,495	£6,147	£899	£0
Brown, Rt Hon Nicholas	£22,104	£0	£18,645	£87,168	£4,653	£0	£9,189	£1,323	£0	£0	£1,935	£328	£1,310	£1,142	£0
Brown, Mr Russell	£19,959	£0	£26,647	£80,186	£4,962	£0	£13,169	£0	£0	£0	£989	£1,880	£4,730	£1,039	£0
Bruce, Rt Hon Malcolm	£19,518	£0	£20,183	£86,566	£5,547	£0	£1,859	£16,403	£0	£676	£4,179	£728	£2,134	£787	£0
Bryant, Chris	£22,110	£0	£17,507	£86,284	£4,596	£0	£4,890	£0	£0	£0	£2,281	£823	£1,273	£1,099	£0
Buck, Ms Karen	£0	£2,712	£20,448	£87,264	£0	£0	£171	£0	£783	£0	£0	£3,926	£8,385	£1,061	£0
Burden, Richard	£19,664	£0	£20,515	£87,177	£2,839	£0	£4,602	£0	£0	£0	£511	£831	£1,581	£1,526	£9,201
Burgon, Colin	£22,100	£0	£21,267	£87,626	£4,612	£0	£5,158	£0	£0	£0	£1,013	£900	£2,135	£1,008	£0
Burnham, Rt Hon Andy	£13,461	£0	£17,602	£82,954	£1,650	£0	£7,957	£0	£0	£0	£0	£535	£1,355	£828	£2,947
Burns, Mr Simon	£16,061	£0	£17,912	£82,748	£5,448	£0	£70	£0	£0	£0	£52	£664	£2,267	£1,058	£0
Burrowes, Mr David	£0	£2,712	£21,856	£85,580	£18	£0	£866	£0	£0	£1,366	£7	£1,756	£3,825	£1,082	£572
Burstow, Mr Paul	£0	£2,712	£20,137	£82,085	£794	£0	£27	£0	£1,592	£0	£56	£2,274	£7,377	£1,064	£0
Burt, Alistair	£22,110	£0	£19,795	£87,921	£4,161	£0	£2,856	£0	£0	£387	£147	£908	£1,552	£941	£0
Burt, Lorely	£21,588	£0	£23,829	£83,694	£2,329	£0	£1,688	£97	£0	£0	£160	£1,707	£4,042	£1,038	£732
Butler, Ms Dawn	£21,803	£0	£18,145	£89,488	£979	£0	£206	£0	£4	£0	£250	£5,934	£19,488	£1,014	£0
Butterfill, Sir John	£17,561	£0	£20,284	£83,703	£4,551	£0	£154	£0	£19	£0	£0	£564	£1,750	£793	£0
Byers, Rt Hon Stephen	£21,481	£0	£21,005	£76,564	£0	£1,580	£5,901	£2,853	£0	£0	£866	£552	£1,498	£1,041	£0
Byrne, Mr Liam	£22,110	£0	£19,406	£88,219	£1,845	£0	£4,491	£0	£0	£0	£338	£10,992	£28,170	£2,545	£0
Cable, Dr Vincent	£0	£2,712	£20,653	£87,056	£1,400	£0	£0	£0	£1,592	£0	£5	£2,145	£5,621	£1,058	£0
Caborn, Rt Hon Richard	£21,817	£0	£20,632	£79,725	£4,963	£0	£7,105	£0	£0	£0	£409	£573	£985	£973	£832
Cairns, David	£22,098	£0	£20,307	£70,376	£1,313	£0	£1,041	£8,137	£0	£0	£0	£699	£1,946	£935	£0
Cameron, Rt Hon David	£20,563	£0	£16,363	£91,351	£950	£0	£20	£0	£0	£0	£323	£4,718	£8,057	£1,040	£0
Campbell, Mr Alan	£22,110	£0	£29,140	£78,576	£4,475	£0	£7,052	£2,099	£0	£0	£1,214	£2,443	£5,422	£1,090	£0
Campbell, Mr Gregory	£19,355	£0	£16,874	£69,655	£6,629	£0	£1,795	£13,703	£0	£0	£0	£431	£1,862	£1,132	£0
Campbell, Rt Hon Sir Menzies	£16,667	£0	£15,243	£87,587	£2,500	£0	£2,475	£12,249	£0	£216	£268	£1,231	£3,259	£1,115	£0
Campbell, Mr Ronnie	£22,110	£0	£21,016	£86,688	£5,824	£0	£4,568	£484	£0	£0	£1,327	£179	£1,055	£905	£0
Carmichael, Mr Alistair	£22,110	£0	£22,687	£79,836	£1,400	£0	£2,996	£24,721	£109	£0	£787	£354	£1,230	£954	£0
Carswell, Mr Douglas	£18,953	£0	£21,940	£85,598	£480	£0	£3,084	£0	£3,410	£0	£165	£761	£3,218	£1,196	£0
Cash, Mr William	£20,919	£0	£20,211	£75,232	£5,387	£0	£4,108	£0	£0	£0	£1,044	£332	£1,492	£675	£0
Caton, Mr Martin	£19,967	£0	£15,995	£77,978	£5,482	£0	£1,066	£0	£0	£0	£10	£296	£880	£873	£2,635
Cawsey, Mr Ian	£19,100	£0	£21,401	£85,518	£5,079	£0	£6,252	£0	£0	£0	£1,351	£973	£3,265	£1,014	£960
Challen, Colin	£12,694	£0	£16,793	£90,465	£752	£0	£11,597	£0	£15	£327	£2,097	£979	£1,585	£1,275	£0
Chapman, Ben	£22,110	£0	£27,085	£80,631	£3,141	£0	£6,009	£0	£0	£0	£2,789	£889	£2,455	£1,093	£0
Chaytor, Mr David	£22,075	£0	£23,635	£83,364	£4,152	£0	£2,121	£183	£0	£0	£2,200	£654	£1,371	£793	£0
Chope, Mr Christopher	£22,098	£0	£17,890	£88,276	£4,660	£0	£866	£0	£0	£0	£0	£1,229	£2,773	£644	£0
Clappison, Mr James	£12,161	£0	£21,179	£85,234	£1,771	£0	£4,990	£1,626	£0	£132	£0	£249	£637	£1,059	£0
Clapham, Mr Michael	£19,592	£0	£11,483	£61,794	£5,509	£0	£807	£0	£0	£0	£0	£493	£1,767	£1,065	£0
Clarke, Rt Hon Charles	£22,110	£0	£17,214	£90,501	£2,119	£0	£4,098	£0	£0	£0	£434	£1,389	£4,021	£1,251	£0
Clark, Greg	£22,060	£0	£16,773	£88,257	£581	£495	£1,659	£0	£0	£0	£0	£655	£1,553	£1,089	£0
Clark, Ms Katy	£21,453	£0	£23,499	£90,814	£4,567	£0	£1,159	£7,572	£257	£0	£1,452	£675	£4,220	£1,099	£0
Clarke, Rt Hon Kenneth	£13,648	£0	£7,201	£85,437	£4,063	£0	£0	£0	£0	£0	£0	£724	£1,715	£1,266	£752
Clark, Paul	£21,896	£0	£24,065	£78,552	£4,900	£0	£0	£0	£0	£0	£27	£1,042	£2,253	£1,166	£0
Clarke, Rt Hon Tom	£16,731	£0	£16,800	£90,916	£2,790	£0	£1,946	£10,791	£0	£0	£1,509	£601	£1,240	£922	£0
Clegg, Mr Nick	£22,050	£0	£20,128	£90,526	£2,038	£0	£4,549	£77	£0	£45	£263	£1,261	£4,148	£937	£0
Clelland, Mr David	£21,224	£0	£28,661	£75,856	£3,589	£0	£3,979	£9,881	£0	£0	£287	£543	£1,120	£1,142	£0
Clifton-Brown, Mr Geoffrey	£22,110	£0	£22,960	£87,674	£3,456	£0	£437	£0	£0	£0	£181	£835	£4,568	£1,277	£0
Clwyd, Rt Hon Ann	£21,600	£0	£19,922	£84,036	£5,344	£0	£837	£611	£0	£0	£530	£416	£2,162	£937	£0
Coaker, Mr Vernon	£12,567	£0	£27,763	£79,240	£1,580	£0	£5,899	£0	£0	£0	£0	£944	£1,961	£1,137	£0
Coffey, Ann	£20,689	£0	£21,949	£83,006	£3,000	£0	£7,463	£0	£0	£0	£1,178	£1,278	£3,600	£1,276	£0
Cohen, Harry	£22,110	£0	£19,039	£88,677	£3,247	£0	£0	£0	£0	£0	£65	£519	£1,897	£1,125	£0
Connarty, Michael	£21,248	£0	£25,964	£78,242	£8,520	£0	£1,907	£11,362	£0	£0	£0	£787	£3,129	£935	£5,675
Conway, Derek	£22,060	£0	£21,177	£86,439	£3,936	£0	£239	£0	£0	£2,308	£0	£432	£3,116	£1,209	£0
Cook, Frank	£22,110	£0	£27,492	£60,867	£8,382	£0	£5,505	£565	£0	£0	£315	£295	£565	£1,119	£0
Cooper, Rosie	£22,000	£0	£19,458	£86,021	£1,600	£0	£7,941	£0	£0	£0	£0	£1,636	£4,534	£1,168	£0
Cooper, Yvette	£15,995	£0	£17,706	£87,872	£2,489	£0	£10,602	£0	£0	£0	£2,237	£2,341	£7,042	£935	£3,439
Corbyn, Jeremy	£0	£2,712	£15,932	£91,749	£0	£0	£134	£509	£221	£0	£0	£2,473	£6,066	£925	£7,713
Cormack, Sir Patrick	£22,032	£0	£23,323	£80,009	£4,851	£0	£266	£0	£0	£0	£0	£1,602	£7,034	£0	£1,128
Cousins, Jim	£15,429	£0	£20,355	£88,187	£2,675	£28	£4,618	£2,221	£40	£0	£944	£1,965	£6,087	£1,039	£3,566
Cox, Mr Geoffrey	£19,250	£0	£29,143	£78,957	£7,095	£0	£3,932	£317	£0	£0	£0	£985	£2,406	£1,177	£0
Crabb, Mr Stephen	£19,854	£0	£29,227	£77,316	£6,362	£0	£3,957	£268	£0	£0	£0	£576	£1,888	£1,014	£0
Crausby, Mr David	£22,110	£0	£20,860	£86,220	£6,654	£0	£1,407	£802	£0	£1,076	£0	£1,624	£3,223	£1,058	£0
Creagh, Mary	£22,110	£0	£23,416	£80,028	£1,568	£0	£6,941	£0	£374	£90	£861	£850	£1,691	£1,346	£0
Cruddas, Jon	£22,055	£0	£14,683	£86,017	£3,064	£0	£0	£0	£0	£0	£0	£597	£2,560	£980	£0
Cryer, Mrs Ann	£21,111	£0	£20,685	£86,988	£1,500	£0	£10,986	£940	£0	£0	£2,771	£1,025	£2,023	£1,166	£0
Cummings, John	£22,110	£0	£10,874	£96,841	£6,450	£0	£11,240	£0	£0	£0	£2,726	£643	£1,445	£990	£0
Cunningham, Mr Jim	£16,614	£0	£10,909	£76,171	£1,526	£0	£4,081	£0	£0	£0	£0	£459	£1,648	£1,207	£0
Cunningham, Tony	£16,693	£0	£14,618	£77,116	£4,403	£0	£11,413	£0	£0	£0	£672	£425	£1,155	£942	£0
Curry, Rt Hon David	£9,059	£0	£7,972	£90,037	£6,046	£0	£2,579	£0	£0	£0	£0	£163	£940	£956	£0
Curtis-Thomas, Mrs Claire	£22,110	£0	£19,995	£85,753	£1,736	£96	£5,188	£923	£0	£0	£1,732	£871	£3,437	£1,175	£0
Darling, Rt Hon Alistair	£20,675	£0	£19,137	£81,725	£729	£0	£2,658	£8,658	£0	£0	£362	£251	£1,745	£914	£0
Davey, Mr Edward	£0	£2,712	£20,205	£86,059	£29	£26	£0	£538	£1,720	£0	£0	£1,598	£2,609	£1,065	£10,422
Davies, Dai	£12,729	£0	£7,106	£70,637	£0	£0	£2,198	£0	£0	£0	£266	£354	£755	£895	£0
Davis, Rt Hon David	£21,533	£0	£17,140	£79,217	£907	£0	£8,299	£0	£0	£0	£804	£1,342	£3,515	£1,142	£0
Davies, David T. C.	£22,101	£0	£21,708	£54,197	£2,413	£0	£7,664	£401	£0	£796	£130	£643	£2,309	£1,014	£0
Davidson, Mr Ian	£22,105	£0	£24,145	£80,490	£4,453	£520	£3,148	£7,022	£0	£282	£0	£1,212	£4,206	£1,095	£0
Davies, Philip	£22,102	£0	£19,912	£87,803	£1,680	£0	£9,188	£0	£0	£0	£250	£1,196	£4,847	£1,082	£0
Davies, Mr Quentin	£22,110	£0	£8,828	£94,321	£6,436	£0	£2,794	£0	£0	£735	£911	£636	£3,008	£954	£0
David, Mr Wayne	£22,110	£0	£18,158	£88,125	£2,379	£0	£7,699	£0	£0	£734	£574	£933	£1,571	£1,043	£0
Dean, Mrs Janet	£18,011	£0	£17,663	£79,902	£1,680	£0	£3,030	£0	£0	£0	£464	£1,261	£4,150	£1,283	£0
Denham, Rt Hon John	£22,110	£0	£18,958	£83,212	£4,017	£0	£3,975	£0	£0	£0	£0	£1,987	£4,889	£1,227	£0
Devine, Jim	£21,499	£0	£20,622	£91,993	£6,384	£1,198	£2,538	£12,309	£0	£0	£1,660	£810	£3,484	£905	£0
Dhanda, Mr Parmjit	£21,278	£0	£18,831	£88,828	£2,342	£0	£3,014	£0	£0	£0	£68	£1,663	£4,963	£1,131	£0
Dismore, Mr Andrew	£4,295	£0	£24,235	£81,887	£2,127	£0	£0	£0	£0	£2,399	£0	£8,480	£20,665	£1,058	£0
Djanogly, Mr Jonathan	£20,878	£0	£18,501	£74,302	£3,654	£0	£1,991	£0	£928	£0	£201	£897	£3,350	£1,058	£9,720
Dobbin, Jim	£10,547	£0	£16,575	£91,141	£6,143	£0	£1,125	£0	£0	£0	£649	£657	£0	£1,090	£0
Dobson, Rt Hon Frank	£0	£2,712	£11,960	£92,819	£0	£0	£0	£0	£0	£0	£0	£811	£2,111	£26	£0
Dodds, Mr Nigel	£22,110	£0	£20,762	£83,203	£4,623	£0	£1,354	£13,149	£256	£0	£1,209	£863	£2,800	£1,083	£0
Doherty, Mr Pat	£18,000	£0	£19,404	£85,145	£4,013	£0	£0	£1,901	£0	£0	£0	£0	£0	£1,093	£0
Donaldson, Mr Jeffrey M.	£19,546	£0	£20,479	£87,425	£0	£101	£1,759	£13,824	£0	£305	£0	£1,504	£3,308	£934	£1,030
Donohoe, Mr Brian H.	£22,110	£0	£18,866	£87,276	£7,775	£0	£1,832	£13,936	£0	£0	£1,252	£824	£2,600	£1,192	£0
Doran, Mr Frank	£22,110	£0	£26,159	£81,557	£6,505	£0	£2,276	£20,903	£0	£0	£296	£2,757	£8,131	£1,142	£0
Dorries, Mrs Nadine	£21,756	£0	£27,716	£76,368	£6,431	£0	£5,574	£0	£0	£0	£0	£326	£1,130	£1,082	£0
Dorrell, Rt Hon Stephen	£18,595	£0	£10,110	£63,408	£5,930	£0	£0	£0	£0	£0	£0	£194	£1,342	£964	£0
Dowd, Jim	£0	£2,712	£21,683	£85,599	£1,666	£0	£36	£0	£0	£0	£0	£1,189	£4,886	£1,058	£0
Drew, Mr David	£8,445	£0	£10,424	£97,034	£2,015	£0	£6,540	£0	£0	£0	£0	£1,021	£3,798	£1,505	£0
Duddridge, James	£22,044	£0	£29,168	£78,452	£3,409	£0	£526	£0	£0	£0	£63	£1,808	£7,106	£1,233	£0
Duncan, Mr Alan	£22,110	£0	£24,946	£82,767	£5,510	£0	£3,565	£0	£0	£0	£327	£463	£1,110	£973	£0
Duncan Smith, Rt Hon Iain	£566	£0	£15,950	£79,091	£2,856	£0	£2,738	£0	£0	£0	£0	£296	£1,616	£1,226	£0
Dunne, Mr Philip	£0	£0	£21,076	£86,216	£0	£0	£3,206	£0	£0	£0	£130	£1,221	£3,743	£888	£0
Dunwoody, Mrs Gwyneth	£3,357	£0	£19,653	£87,742	£0	£1,260	£9,255	£107	£0	£0	£0	£641	£2,706	£949	£0
Durkan, Mark	£21,190	£0	£21,604	£82,963	£2,423	£0	£1,336	£8,420	£0	£0	£244	£313	£1,284	£1,082	£0
Eagle, Angela	£8,297	£0	£20,033	£87,276	£3,784	£25	£3,560	£568	£0	£0	£1,041	£670	£1,430	£1,000	£0
Eagle, Maria	£18,991	£0	£14,937	£94,071	£1,448	£0	£1,861	£4,017	£0	£0	£1,056	£722	£688	£1,276	£0
Efford, Clive	£0	£2,712	£19,388	£87,826	£1,780	£0	£593	£0	£0	£0	£0	£1,733	£3,949	£1,082	£0
Ellman, Mrs Louise	£22,110	£0	£19,769	£89,628	£1,816	£0	£11,464	£163	£0	£0	£2,172	£1,167	£4,239	£1,109	£0
Ellwood, Mr Tobias	£21,772	£0	£28,440	£64,934	£1,776	£0	£2,280	£328	£0	£0	£374	£881	£3,074	£1,025	£0
Engel, Mrs Natascha	£22,110	£0	£21,977	£83,257	£6,204	£129	£641	£0	£0	£0	£703	£1,939	£6,209	£930	£0
Ennis, Jeff	£11,326	£0	£10,138	£71,182	£5,820	£0	£86	£351	£0	£0	£2,648	£564	£1,085	£1,043	£0
Etherington, Bill	£22,110	£0	£21,355	£86,257	£4,545	£0	£6,264	£0	£0	£0	£3,100	£408	£1,889	£987	£0
Evans, Mr Nigel	£22,104	£0	£17,765	£72,579	£0	£4,678	£1,608	£9,711	£0	£601	£2,806	£777	£2,150	£1,311	£0
Evennett, Mr David	£0	£2,712	£14,454	£77,572	£2,054	£0	£670	£0	£0	£0	£0	£520	£273	£1,082	£0
Fabricant, Michael	£22,110	£0	£14,765	£73,095	£3,536	£0	£4,133	£0	£0	£0	£0	£865	£2,526	£943	£0
Fallon, Mr Michael	£22,110	£0	£12,828	£72,105	£2,026	£0	£15	£0	£3,877	£0	£0	£682	£1,893	£1,099	£0
Farrelly, Paul	£22,110	£0	£18,622	£88,474	£5,098	£0	£7,522	£0	£0	£1,645	£779	£847	£3,135	£935	£0
Farron, Tim	£22,110	£0	£22,190	£85,519	£4,450	£0	£11,559	£0	£0	£0	£1,643	£6,391	£17,383	£1,082	£0
Featherstone, Lynne	£0	£2,712	£22,895	£84,736	£1,056	£0	£483	£82	£0	£0	£0	£4,538	£13,539	£1,082	£0
Field, Rt Hon Frank	£11,509	£0	£13,770	£93,944	£0	£1,236	£12,203	£177	£0	£0	£295	£653	£1,235	£1,070	£0
Field, Mr Mark	£0	£2,712	£19,616	£88,036	£0	£152	£14	£0	£888	£0	£0	£647	£1,967	£750	£2,998
Fisher, Mark	£16,524	£0	£7,081	£95,941	£5,829	£0	£488	£0	£0	£0	£244	£658	£2,038	£1,157	£0
Fitzpatrick, Jim	£0	£2,712	£16,322	£85,239	£0	£0	£143	£0	£0	£0	£0	£1,134	£3,822	£935	£0
Flello, Mr Robert	£22,110	£0	£27,140	£78,546	£2,986	£0	£7,233	£291	£0	£0	£1,300	£3,704	£14,983	£1,255	£0
Flint, Caroline	£22,108	£0	£12,920	£86,147	£1,546	£0	£7,014	£0	£0	£0	£407	£1,316	£3,217	£1,330	£0
Flynn, Paul	£22,110	£0	£18,440	£89,242	£4,614	£0	£2,275	£0	£0	£0	£477	£440	£1,433	£983	£0
Follett, Barbara	£22,107	£0	£20,674	£81,462	£2,184	£0	£0	£0	£0	£0	£0	£701	£4,384	£1,788	£0
Foster, Mr Don	£21,955	£0	£20,654	£88,978	£3,696	£0	£2,404	£0	£0	£0	£0	£725	£1,893	£1,142	£0
