# Members' Allowance Expenditure April 2006 - March 2007
# Member, Cost of staying away from main home, London supplement
# Office running costs, Staffing costs, Members' travel allowance:
# (Car, 3rd party vehicle mileage & rental, Rail, Air, Other travel, European)
# Members' staff travel, Centrally purchased stationery,
# Stationery: associated postage costs, Central IT provision, Staff cover &
# other costs

Foster, Michael Jabez	£13,026	£0	£24,758	£82,958	£3,584	£0	£981	£0	£0	£358	£247	£3,568	£7,799	£944	£0
Foster, Mr Michael	£22,110	£0	£25,672	£80,325	£4,904	£0	£1,850	£0	£0	£0	£154	£1,446	£4,287	£1,242	£0
Fox, Dr Liam	£22,110	£0	£20,440	£84,476	£7,356	£0	£1,436	£1,348	£0	£1,675	£315	£600	£1,374	£1,209	£0
Francis, Dr Hywel	£22,110	£0	£20,055	£87,065	£2,144	£0	£7,806	£0	£0	£0	£429	£600	£2,688	£1,160	£540
Francois, Mr Mark	£20,374	£0	£12,916	£86,071	£880	£0	£86	£0	£5,080	£0	£24	£439	£640	£1,333	£0
Fraser, Mr Christopher	£22,110	£0	£20,440	£79,733	£7,722	£0	£1,191	£0	£0	£0	£0	£774	£2,486	£1,025	£0
Gale, Mr Roger	£9,197	£0	£26,253	£80,497	£4,901	£0	£187	£0	£0	£366	£0	£2,380	£8,578	£604	£1,345
Galloway, Mr George	£0	£2,712	£13,718	£89,700	£0	£0	£0	£0	£0	£0	£0	£259	£163	£1,058	£0
Gapes, Mike	£22,110	£0	£19,250	£88,465	£2,208	£0	£57	£0	£1,328	£380	£0	£613	£1,600	£1,209	£0
Gardiner, Barry	£22,110	£0	£4,659	£119,193	£4,010	£0	£0	£0	£0	£0	£0	£2,265	£7,085	£1,142	£0
Garnier, Mr Edward	£22,110	£0	£21,787	£85,925	£6,613	£0	£1,143	£0	£0	£327	£960	£617	£2,038	£826	£0
Gauke, Mr David	£16,038	£0	£24,855	£69,954	£983	£0	£1,100	£0	£0	£0	£0	£958	£5,934	£878	£0
George, Andrew	£22,110	£0	£26,867	£80,846	£7,160	£29	£7,755	£629	£497	£0	£1,595	£2,330	£6,960	£954	£2,647
George, Rt Hon Bruce	£16,866	£0	£15,286	£84,389	£4,459	£0	£30	£0	£0	£1,166	£465	£861	£2,241	£1,006	£0
Gerrard, Mr Neil	£0	£2,712	£14,567	£85,847	£0	£0	£58	£0	£1,096	£0	£0	£553	£1,122	£1,031	£0
Gibb, Mr Nick	£22,068	£0	£17,840	£85,063	£7,605	£80	£854	£1,443	£0	£0	£0	£899	£2,592	£1,167	£0
Gibson, Dr Ian	£20,013	£0	£15,428	£92,068	£1,564	£0	£1,820	£0	£0	£0	£356	£601	£2,196	£830	£0
Gidley, Sandra	£22,110	£0	£21,522	£84,383	£2,058	£0	£2,935	£0	£0	£1,234	£194	£1,530	£5,439	£1,238	£0
Gildernew, Michelle	£18,000	£0	£20,231	£86,500	£5,837	£0	£193	£447	£0	£0	£1,538	£242	£616	£1,175	£0
Gillan, Mrs Cheryl	£22,110	£0	£20,671	£83,982	£3,538	£0	£2,518	£301	£0	£0	£27	£1,312	£5,864	£1,026	£0
Gilroy, Linda	£21,938	£0	£25,014	£82,574	£5,010	£0	£2,312	£0	£0	£0	£1,149	£3,540	£11,642	£1,142	£2,525
Godsiff, Mr Roger	£22,110	£0	£19,224	£88,484	£8,124	£0	£46	£0	£0	£0	£1,133	£3,419	£6,525	£994	£0
Goggins, Paul	£20,376	£0	£21,360	£76,404	£1,752	£0	£4,530	£160	£0	£0	£1,388	£980	£1,920	£904	£0
Goldsworthy, Julia	£22,004	£0	£20,478	£87,220	£3,897	£46	£6,673	£711	£0	£0	£428	£1,877	£4,711	£933	£0
Goodman, Helen	£22,110	£0	£17,803	£90,379	£1,634	£0	£9,991	£184	£0	£0	£633	£1,201	£3,982	£930	£0
Goodman, Mr Paul	£14,217	£0	£20,518	£82,640	£571	£0	£591	£0	£1,040	£1,380	£0	£568	£762	£782	£0
Goodwill, Mr Robert	£22,110	£0	£24,340	£83,262	£4,578	£202	£3,980	£130	£0	£850	£681	£598	£2,537	£1,014	£0
Gove, Michael	£22,110	£0	£20,636	£87,079	£4,182	£0	£152	£0	£0	£0	£51	£732	£1,690	£1,101	£0
Grayling, Chris	£19,618	£0	£27,835	£79,507	£2,805	£0	£6,704	£607	£0	£0	£180	£732	£2,938	£1,071	£0
Gray, Mr James	£22,090	£0	£21,202	£84,969	£4,214	£0	£2,140	£0	£0	£0	£298	£990	£3,404	£983	£0
Green, Damian	£21,365	£0	£19,323	£83,781	£3,446	£0	£627	£0	£0	£0	£0	£409	£1,258	£1,005	£4,719
Greening, Justine	£0	£2,712	£17,859	£75,037	£1,321	£0	£498	£0	£0	£0	£0	£594	£1,855	£1,469	£0
Greenway, Mr John	£22,109	£0	£17,659	£79,579	£4,498	£0	£5,273	£0	£0	£1,136	£767	£376	£1,039	£1,216	£0
Grieve, Mr Dominic	£16,885	£0	£19,701	£76,808	£1,088	£0	£501	£251	£928	£0	£0	£767	£1,423	£1,457	£0
Griffiths, Nigel	£21,569	£0	£19,607	£87,941	£0	£0	£3,129	£12,557	£0	£0	£0	£1,695	£5,088	£1,242	£1,354
Griffith, Nia	£21,957	£0	£23,333	£84,218	£1,710	£0	£6,983	£0	£36	£1,914	£445	£929	£4,843	£930	£0
Grogan, Mr John	£22,110	£0	£23,929	£83,836	£0	£3,570	£13,242	£633	£0	£998	£1,542	£1,346	£5,469	£1,338	£0
Gummer, Rt Hon John	£22,110	£0	£14,983	£71,060	£0	£0	£508	£0	£0	£0	£582	£590	£2,055	£982	£0
Gwynne, Andrew	£21,607	£0	£28,597	£87,463	£1,602	£0	£12,460	£175	£85	£0	£473	£2,389	£8,093	£1,166	£0
Hague, Rt Hon William	£21,101	£0	£16,120	£84,642	£5,446	£0	£2,057	£198	£0	£0	£782	£945	£3,978	£1,066	£0
Hain, Rt Hon Peter	£22,110	£0	£20,874	£86,842	£0	£0	£758	£0	£0	£0	£298	£2,319	£7,647	£1,164	£0
Hall, Mr Mike	£22,110	£0	£18,624	£89,091	£4,675	£360	£5,789	£289	£0	£0	£1,834	£1,638	£4,849	£911	£0
Hall, Patrick	£15,556	£0	£24,019	£78,791	£34	£0	£1,164	£0	£0	£0	£0	£2,374	£7,988	£990	£0
Hamilton, Mr David	£18,948	£0	£20,223	£75,777	£3,172	£0	£1,821	£10,347	£0	£0	£1,954	£0	£0	£1,142	£0
Hamilton, Mr Fabian	£22,110	£0	£27,407	£79,963	£3,461	£0	£8,887	£1,005	£0	£0	£273	£2,514	£7,628	£1,125	£973
Hammond, Mr Philip	£22,105	£0	£18,053	£71,181	£2,091	£0	£1,514	£311	£0	£485	£0	£383	£663	£1,303	£0
Hammond, Stephen	£0	£2,712	£21,797	£85,507	£1,635	£0	£3,022	£0	£0	£299	£319	£635	£1,493	£1,082	£0
Hancock, Mr Mike	£11,706	£0	£20,401	£81,827	£5,919	£0	£0	£0	£0	£0	£0	£2,054	£5,582	£1,090	£0
Hands, Mr Greg	£0	£2,712	£19,209	£73,945	£0	£0	£0	£0	£888	£357	£0	£647	£2,385	£1,240	£0
Hanson, Mr David	£21,593	£0	£18,956	£84,469	£2,205	£0	£4,751	£1,181	£0	£0	£609	£1,149	£4,389	£904	£0
Harman, Rt Hon Harriet	£0	£2,712	£15,183	£92,532	£0	£0	£0	£0	£0	£0	£0	£1,642	£4,410	£973	£0
Harper, Mr Mark	£21,741	£0	£25,288	£78,112	£2,373	£0	£5,806	£1,338	£0	£0	£59	£929	£1,670	£898	£0
Harris, Dr Evan	£21,269	£0	£25,247	£82,462	£4,909	£60	£7,442	£1,420	£17	£0	£65	£894	£2,961	£1,170	£0
Harris, Mr Tom	£22,110	£0	£28,987	£78,576	£2,575	£0	£2,052	£7,655	£0	£0	£864	£354	£993	£917	£8,779
Harvey, Nick	£22,103	£0	£20,443	£87,128	£6,581	£0	£2,406	£328	£0	£0	£497	£1,158	£3,914	£1,209	£0
Haselhurst, Rt Hon Sir Alan	£20,656	£0	£16,289	£67,368	£2,217	£0	£1,581	£0	£0	£0	£363	£778	£2,324	£825	£0
Havard, Mr Dai	£22,084	£0	£24,302	£83,414	£4,508	£0	£501	£374	£0	£0	£0	£237	£440	£1,006	£0
Hayes, Mr John	£22,110	£0	£22,386	£83,580	£6,059	£0	£2,504	£0	£0	£0	£67	£1,444	£2,924	£1,089	£0
Healey, John	£22,102	£0	£27,508	£79,912	£1,922	£0	£9,966	£0	£0	£0	£1,857	£2,016	£4,136	£1,132	£0
Heald, Mr Oliver	£21,859	£0	£17,972	£89,744	£3,464	£0	£4,822	£418	£0	£557	£400	£797	£2,619	£935	£528
Heal, Sylvia	£8,897	£0	£12,921	£85,583	£3,646	£0	£3,273	£0	£0	£0	£416	£701	£2,902	£935	£0
Heath, Mr David	£22,110	£0	£21,506	£80,326	£5,846	£0	£341	£0	£0	£0	£544	£441	£1,884	£1,058	£0
Heathcoat-Amory, Rt Hon David	£21,360	£0	£16,516	£76,702	£4,557	£0	£909	£0	£0	£139	£0	£565	£80	£1,096	£0
Hemming, John	£18,447	£0	£26,466	£81,062	£1,492	£0	£2,133	£0	£0	£0	£26	£695	£2,800	£1,099	£0
Hendry, Charles	£22,110	£0	£21,816	£85,320	£2,697	£0	£2,082	£328	£0	£1,428	£16	£625	£1,303	£930	£0
Henderson, Mr Doug	£22,110	£0	£13,212	£90,611	£5,476	£840	£4,848	£3,259	£0	£0	£236	£1,190	£3,974	£513	£0
Hendrick, Mr Mark	£21,867	£0	£20,667	£62,356	£3,818	£0	£8,308	£177	£0	£963	£654	£932	£1,300	£1,470	£1,773
Hepburn, Mr Stephen	£22,110	£0	£21,543	£76,926	£2,584	£0	£10,631	£0	£0	£676	£1,899	£349	£1,665	£1,204	£0
Heppell, Mr John	£22,110	£0	£20,245	£87,271	£3,077	£0	£4,499	£0	£0	£0	£0	£2,324	£8,661	£1,115	£0
Herbert, Mr Nick	£22,110	£0	£19,808	£96,176	£4,035	£0	£905	£0	£0	£0	£204	£799	£1,449	£1,014	£949
Hermon, Lady Sylvia	£19,026	£0	£13,605	£87,084	£160	£0	£1,065	£9,737	£0	£0	£640	£766	£3,585	£983	£0
Hesford, Stephen	£22,048	£0	£23,548	£84,168	£5,425	£0	£11,032	£0	£0	£0	£229	£3,840	£11,349	£1,211	£0
Hewitt, Rt Hon Patricia	£15,272	£0	£20,302	£87,403	£0	£0	£2,344	£0	£0	£0	£273	£2,076	£8,849	£1,018	£0
Heyes, David	£22,110	£0	£20,441	£80,197	£5,898	£0	£6,249	£0	£0	£0	£1,266	£1,213	£3,933	£1,058	£0
Hill, Rt Hon Keith	£0	£2,712	£11,957	£88,060	£0	£0	£0	£0	£1,096	£0	£0	£1,314	£3,670	£1,008	£0
Hillier, Meg	£0	£2,712	£16,140	£85,696	£0	£31	£923	£0	£0	£515	£0	£1,154	£5,132	£867	£0
Hoban, Mr Mark	£19,788	£0	£18,493	£89,170	£4,194	£0	£339	£695	£0	£0	£110	£1,034	£4,113	£970	£0
Hodge, Rt Hon Margaret	£0	£2,712	£20,406	£87,276	£0	£0	£0	£0	£0	£0	£0	£8,023	£26,689	£1,195	£0
Hodgson, Mrs Sharon	£22,110	£0	£21,183	£87,255	£5,744	£0	£6,169	£1,476	£0	£0	£1,551	£2,307	£6,345	£1,082	£0
Hoey, Kate	£0	£2,712	£10,723	£78,750	£2,102	£0	£341	£341	£0	£0	£0	£1,044	£3,688	£1,065	£8,039
Hogg, Rt Hon Douglas	£22,110	£0	£23,317	£61,907	£2,235	£0	£4,250	£0	£0	£0	£0	£1,453	£4,520	£1,117	£0
Holloway, Mr Adam	£22,110	£0	£25,493	£84,236	£2,743	£0	£285	£0	£0	£0	£0	£824	£1,974	£984	£0
Hollobone, Mr Philip	£22,010	£0	£12,832	£400	£1,993	£0	£4,774	£0	£0	£0	£0	£568	£960	£1,014	£0
Holmes, Paul	£22,068	£0	£20,686	£86,770	£2,054	£0	£7,053	£0	£0	£0	£161	£3,907	£11,571	£1,159	£0
Hood, Mr Jimmy	£20,828	£0	£26,465	£50,588	£7,054	£0	£2,060	£6,103	£0	£0	£2,093	£1,156	£5,896	£930	£0
Hoon, Rt Hon Geoff	£21,995	£0	£27,837	£63,876	£3,042	£0	£3,255	£0	£0	£0	£0	£531	£2,050	£1,248	£0
Hope, Phil	£22,110	£0	£20,398	£87,275	£2,825	£0	£2,619	£0	£0	£0	£85	£2,912	£5,806	£1,209	£0
Hopkins, Kelvin	£2,156	£0	£20,720	£79,577	£1,115	£0	£83	£41	£3,287	£0	£24	£600	£1,216	£1,445	£0
Horam, Mr John	£8,085	£0	£19,632	£82,829	£2,054	£0	£0	£0	£0	£0	£0	£309	£515	£861	£0
Horwood, Mr Martin	£22,110	£0	£27,163	£78,537	£49	£0	£5,093	£0	£18	£0	£752	£833	£2,397	£930	£0
Hosie, Stewart	£17,923	£0	£20,065	£84,023	£1,532	£0	£1,416	£13,953	£0	£0	£1,899	£318	£485	£1,014	£0
Howarth, David	£0	£0	£16,132	£75,096	£0	£40	£240	£0	£4,232	£442	£296	£515	£735	£981	£0
Howarth, Mr Gerald	£22,030	£0	£20,328	£86,223	£3,454	£0	£218	£431	£0	£0	£0	£528	£939	£185	£0
Howarth, Rt Hon George	£13,558	£0	£21,196	£71,545	£3,043	£0	£14,842	£131	£0	£0	£0	£492	£1,170	£1,096	£0
Howard, Rt Hon Michael	£19,283	£0	£14,261	£81,187	£1,701	£0	£301	£0	£0	£0	£0	£766	£1,760	£945	£0
Howells, Dr Kim	£16,696	£0	£14,679	£85,271	£4,091	£0	£6,637	£0	£0	£0	£1,557	£434	£1,000	£1,047	£0
Hoyle, Mr Lindsay	£21,690	£0	£17,892	£85,509	£8,790	£0	£4,435	£430	£0	£1,133	£1,016	£1,111	£2,480	£1,029	£0
Hughes, Rt Hon Beverley	£22,110	£0	£20,379	£86,395	£4,396	£0	£6,860	£0	£0	£0	£1,720	£1,833	£6,228	£1,209	£0
Hughes, Simon	£0	£2,712	£19,245	£88,276	£1,120	£0	£0	£384	£888	£0	£0	£2,820	£6,745	£935	£0
Huhne, Chris	£9,759	£0	£23,333	£84,252	£3,124	£0	£2,715	£526	£0	£0	£250	£3,413	£10,437	£1,022	£0
Humble, Mrs Joan	£22,110	£0	£20,440	£79,086	£1,752	£0	£12,150	£0	£0	£0	£326	£396	£955	£978	£535
Hunt, Mr Jeremy	£12,173	£0	£20,175	£83,578	£2,894	£656	£252	£777	£0	£0	£418	£1,011	£3,275	£1,240	£0
Hunter, Mark	£20,134	£0	£20,458	£89,518	£1,200	£0	£6,278	£274	£0	£0	£502	£2,444	£5,915	£930	£0
Hurd, Mr Nick	£0	£2,712	£27,352	£69,964	£851	£0	£861	£0	£0	£0	£0	£569	£1,926	£941	£0
Hutton, Rt Hon John	£22,095	£0	£17,351	£79,786	£5,852	£0	£5,530	£0	£0	£0	£1,056	£1,045	£3,623	£1,043	£0
Iddon, Dr Brian	£16,814	£0	£17,678	£62,567	£5,221	£0	£230	£0	£0	£0	£341	£649	£2,222	£1,097	£0
Illsley, Mr Eric	£22,110	£0	£14,768	£87,952	£6,846	£0	£2,243	£0	£0	£0	£1,055	£432	£1,607	£778	£0
Ingram, Rt Hon Adam	£22,110	£0	£15,591	£44,275	£4,479	£0	£315	£14,363	£0	£0	£989	£421	£958	£1,166	£0
Irranca-Davies, Huw	£19,006	£0	£23,915	£86,912	£5,256	£0	£4,276	£0	£0	£0	£696	£1,930	£5,418	£1,302	£6,404
Jackson, Glenda	£0	£2,712	£2,958	£104,758	£0	£0	£0	£0	£0	£0	£0	£1,570	£4,437	£910	£11,766
Jack, Rt Hon Michael	£19,651	£0	£11,097	£84,385	£3,104	£0	£9,162	£0	£0	£0	£745	£1,064	£6,446	£937	£0
Jackson, Mr Stewart	£22,110	£0	£21,746	£68,319	£1,739	£0	£2,364	£0	£0	£0	£98	£744	£2,455	£1,014	£0
James, Mrs Sian C.	£22,110	£0	£20,929	£77,253	£0	£0	£9,664	£0	£0	£0	£82	£1,101	£4,175	£1,233	£0
Jenkin, Mr Bernard	£21,036	£0	£24,440	£73,774	£2,492	£0	£461	£0	£69	£0	£441	£733	£1,721	£1,010	£14,317
Jenkins, Mr Brian	£8,537	£0	£24,413	£76,951	£3,489	£0	£4,965	£0	£0	£0	£411	£413	£1,083	£1,209	£0
Johnson, Rt Hon Alan	£11,367	£0	£7,421	£79,245	£2,908	£0	£6,145	£0	£0	£0	£634	£548	£1,647	£1,106	£0
Johnson, Mr Boris	£22,110	£0	£28,440	£76,770	£1,404	£0	£1,625	£0	£0	£0	£26	£850	£2,240	£841	£0
Johnson, Ms Diana R.	£22,110	£0	£22,059	£93,946	£3,468	£0	£4,976	£0	£888	£0	£2,327	£2,243	£9,637	£930	£0
Jones, Mr David	£21,014	£0	£17,797	£76,207	£4,527	£0	£3,501	£1,939	£0	£0	£102	£572	£1,375	£945	£0
Jones, Helen	£22,101	£0	£27,731	£79,912	£2,343	£85	£9,740	£0	£0	£0	£901	£1,349	£2,864	£1,125	£0
Jones, Mr Kevan	£21,299	£0	£18,545	£87,671	£3,459	£0	£1,757	£10,886	£0	£0	£546	£1,063	£3,328	£1,159	£0
Jones, Lynne	£14,045	£0	£9,660	£97,911	£4,600	£0	£207	£0	£112	£154	£192	£736	£3,389	£1,390	£14,397
Jones, Mr Martyn	£21,030	£0	£20,424	£77,801	£7,222	£0	£146	£0	£0	£0	£0	£447	£1,397	£1,036	£0
Jowell, Rt Hon Tessa	£0	£2,712	£10,806	£96,880	£672	£0	£0	£0	£0	£0	£0	£1,264	£2,750	£1,065	£0
Joyce, Eric	£22,110	£0	£22,483	£79,381	£8,026	£0	£2,872	£22,689	£0	£0	£1,559	£902	£3,196	£962	£0
Kaufman, Rt Hon Sir Gerald	£21,420	£0	£10,408	£76,517	£1,855	£0	£13,394	£360	£0	£0	£0	£1,348	£3,575	£289	£0
Kawczynski, Daniel	£22,060	£0	£20,949	£84,476	£4,831	£0	£4,304	£0	£0	£366	£117	£563	£949	£1,078	£0
Keeble, Ms Sally	£13,448	£0	£25,765	£81,916	£3,235	£0	£2,959	£0	£0	£17	£84	£3,517	£7,695	£1,099	£0
Keeley, Ms Barbara	£22,099	£0	£27,281	£67,376	£2,247	£0	£9,030	£0	£0	£0	£1,057	£1,246	£4,852	£930	£0
Keen, Ann	£18,701	£0	£19,846	£86,945	£0	£0	£364	£388	£0	£0	£0	£2,045	£6,137	£1,173	£0
Keen, Alan	£19,814	£0	£11,612	£96,104	£1,611	£0	£0	£0	£0	£0	£0	£1,222	£3,521	£1,125	£0
Keetch, Mr Paul	£21,292	£0	£22,339	£85,199	£5,046	£0	£6,556	£0	£0	£0	£788	£477	£1,495	£1,149	£0
Kelly, Rt Hon Ruth	£16,089	£0	£17,631	£76,036	£425	£0	£775	£4,869	£0	£0	£1,376	£844	£2,231	£930	£0
Kemp, Mr Fraser	£21,994	£0	£20,179	£87,244	£7,480	£0	£3,332	£0	£0	£0	£288	£456	£1,185	£741	£0
Kennedy, Rt Hon Charles	£22,110	£0	£18,324	£71,094	£3,577	£154	£2,647	£14,690	£0	£0	£233	£489	£1,478	£973	£0
Kennedy, Rt Hon Jane	£18,880	£0	£22,977	£83,367	£866	£8	£7,445	£884	£18	£0	£0	£474	£747	£1,168	£604
Key, Robert	£16,798	£0	£29,140	£61,926	£3,184	£0	£140	£0	£0	£0	£157	£217	£1,112	£969	£0
Khan, Mr Sadiq	£0	£2,712	£23,133	£82,291	£1,627	£0	£21	£0	£0	£0	£0	£4,694	£14,534	£1,166	£869
Kidney, Mr David	£16,186	£0	£22,684	£83,791	£0	£0	£5,091	£0	£0	£0	£532	£2,623	£6,475	£1,017	£0
Kilfoyle, Mr Peter	£22,110	£0	£14,565	£93,117	£4,090	£0	£4,059	£177	£0	£0	£1,187	£338	£1,633	£1,125	£0
Kirkbride, Miss Julie	£22,067	£0	£25,442	£81,019	£6,510	£0	£422	£69	£0	£2,022	£864	£1,946	£4,639	£957	£0
Knight, Rt Hon Greg	£20,886	£0	£18,750	£71,405	£7,333	£0	£3,303	£0	£0	£1,280	£0	£776	£3,035	£1,099	£0
Knight, Jim	£22,110	£0	£16,234	£90,619	£1,019	£0	£2,590	£0	£0	£0	£156	£1,675	£2,632	£935	£0
Kramer, Susan	£0	£2,712	£23,256	£84,852	£0	£0	£59	£0	£0	£0	£0	£1,445	£4,499	£1,014	£0
Kumar, Dr Ashok	£22,110	£0	£19,796	£87,919	£4,668	£0	£8,559	£0	£0	£878	£436	£2,642	£7,658	£906	£0
Ladyman, Dr Stephen	£21,549	£0	£20,362	£75,292	£4,763	£0	£945	£0	£0	£0	£78	£1,510	£3,728	£1,209	£0
Laing, Mrs Eleanor	£22,110	£0	£23,816	£85,185	£790	£0	£0	£380	£0	£0	£0	£416	£598	£1,013	£0
Lait, Mrs Jacqui	£15,301	£0	£17,433	£84,073	£6,884	£0	£86	£0	£0	£0	£0	£870	£3,737	£1,058	£0
Lamb, Norman	£18,756	£0	£22,043	£80,258	£3,405	£13	£3,778	£0	£0	£1,942	£212	£1,962	£5,049	£1,039	£12,451
Lammy, Mr David	£0	£2,712	£24,282	£83,397	£280	£0	£62	£0	£0	£0	£0	£1,613	£2,365	£1,125	£0
Lancaster, Mr Mark	£21,300	£0	£19,995	£83,706	£2,785	£0	£1,948	£0	£0	£0	£0	£1,864	£6,983	£1,347	£0
Lansley, Mr Andrew	£19,696	£0	£19,329	£84,368	£4,171	£0	£944	£265	£0	£536	£31	£978	£4,515	£873	£0
Laws, Mr David	£21,065	£0	£25,795	£81,920	£6,308	£0	£551	£0	£0	£0	£230	£1,451	£8,325	£1,125	£0
Laxton, Mr Bob	£20,043	£0	£17,532	£86,190	£5,190	£0	£515	£0	£0	£704	£0	£553	£1,516	£1,142	£0
Lazarowicz, Mark	£19,452	£0	£18,623	£88,263	£134	£0	£5,116	£4,256	£0	£734	£374	£1,642	£5,532	£1,058	£0
Leech, Mr John	£19,287	£0	£19,268	£87,371	£4,421	£0	£4,922	£159	£0	£0	£161	£2,596	£5,347	£930	£2,880
Leigh, Mr Edward	£22,110	£0	£10,290	£86,584	£3,425	£0	£2,756	£0	£928	£0	£0	£104	£0	£297	£0
Lepper, David	£10,878	£0	£20,476	£86,288	£0	£460	£1,157	£0	£0	£0	£121	£2,210	£11,736	£744	£0
Letwin, Rt Hon Oliver	£21,244	£0	£21,357	£82,192	£1,314	£4,971	£838	£224	£0	£1,231	£10	£991	£2,228	£1,076	£9,408
Levitt, Tom	£20,310	£0	£23,403	£80,085	£2,678	£0	£7,725	£588	£0	£851	£475	£7,915	£23,700	£930	£0
Lewis, Mr Ivan	£22,001	£0	£28,272	£78,105	£1,120	£0	£7,025	£2,432	£0	£0	£292	£1,073	£2,090	£1,309	£0
Lewis, Dr Julian	£21,984	£0	£16,377	£81,880	£3,194	£0	£505	£846	£0	£0	£157	£571	£1,929	£1,102	£0
Liddell-Grainger, Mr Ian	£22,110	£0	£21,432	£78,052	£7,293	£0	£19	£0	£0	£0	£2,414	£517	£1,567	£1,017	£0
Lidington, Mr David	£17,747	£0	£17,201	£78,812	£1,493	£0	£2,429	£4,692	£2	£1,048	£0	£979	£3,235	£1,804	£0
Lilley, Rt Hon Peter	£21,196	£0	£13,533	£94,182	£2,448	£0	£99	£0	£69	£0	£166	£2,672	£7,164	£1,225	£0
Linton, Martin	£0	£2,712	£20,345	£88,457	£480	£0	£0	£506	£1,096	£341	£0	£3,862	£9,550	£1,014	£0
Lloyd, Tony	£18,907	£0	£23,241	£84,426	£1,173	£0	£8,743	£578	£0	£0	£552	£686	£1,904	£1,441	£0
Llwyd, Mr Elfyn	£16,844	£0	£28,929	£78,472	£5,043	£0	£8,948	£0	£0	£0	£580	£491	£2,485	£1,207	£0
Lord, Sir Michael	£22,110	£0	£16,626	£73,135	£4,758	£0	£1,330	£0	£0	£0	£0	£479	£1,499	£877	£0
Loughton, Tim	£22,110	£0	£27,786	£77,946	£4,273	£0	£4,155	£0	£0	£1,606	£77	£573	£820	£1,006	£0
Love, Mr Andy	£21,538	£0	£26,819	£82,896	£1,335	£0	£153	£328	£0	£0	£0	£1,852	£4,083	£1,209	£0
Lucas, Ian	£20,837	£0	£21,604	£66,498	£803	£0	£7,780	£229	£0	£234	£144	£423	£1,435	£989	£0
Luff, Peter	£20,014	£0	£18,962	£83,816	£3,981	£0	£1,768	£0	£0	£0	£596	£954	£2,848	£1,132	£0
MacDougall, Mr John	£20,340	£0	£18,777	£77,471	£2,419	£0	£7,471	£708	£0	£0	£1,268	£184	£634	£878	£0
Mackay, Rt Hon Andrew	£22,072	£0	£19,432	£74,648	£5,477	£0	£0	£0	£0	£2,975	£174	£973	£1,883	£965	£0
MacKinlay, Andrew	£15,926	£0	£19,710	£87,276	£3,488	£8	£74	£755	£0	£0	£0	£578	£1,655	£1,175	£0
Maclean, Rt Hon David	£21,289	£0	£20,398	£86,728	£6,469	£0	£8,430	£0	£0	£661	£634	£601	£1,117	£1,090	£0
MacNeil, Mr Angus	£22,110	£0	£21,416	£86,299	£1,776	£65	£4,436	£30,560	£436	£0	£789	£188	£853	£1,043	£0
MacShane, Rt Hon Denis	£22,110	£0	£21,489	£82,318	£6,748	£0	£6,642	£1,284	£398	£211	£1,079	£863	£3,174	£1,256	£0
Mactaggart, Fiona	£1,901	£0	£21,467	£86,203	£663	£0	£433	£0	£5	£0	£13	£5,010	£14,459	£1,008	£0
Mahmood, Mr Khalid	£22,110	£0	£16,873	£91,856	£4,565	£0	£9,745	£0	£0	£0	£1,011	£366	£1,142	£998	£0
Main, Anne	£22,110	£0	£23,111	£76,037	£1,769	£0	£75	£0	£3,440	£0	£31	£894	£3,445	£1,233	£0
Malins, Mr Humfrey	£19,592	£0	£19,824	£72,949	£4,060	£0	£1,280	£0	£0	£900	£159	£694	£1,645	£603	£0
Malik, Mr Shahid	£22,110	£0	£25,856	£95,230	£6,259	£0	£1,997	£0	£0	£0	£244	£4,803	£21,266	£1,166	£6,490
Mallaber, Judy	£9,638	£0	£11,935	£95,781	£4,658	£0	£588	£0	£0	£0	£48	£648	£3,133	£981	£0
Mann, John	£13,233	£0	£23,757	£83,958	£2,225	£0	£4,443	£136	£0	£1,970	£341	£3,473	£10,528	£1,209	£0
Maples, Mr John	£22,046	£0	£16,712	£68,724	£4,393	£0	£0	£0	£0	£0	£0	£1,051	£1,855	£739	£0
Marris, Rob	£11,111	£0	£21,758	£85,957	£817	£0	£2,480	£0	£38	£0	£228	£1,010	£3,355	£829	£0
Marshall, Mr David	£21,330	£0	£17,013	£75,245	£4,145	£20	£1,224	£5,408	£9	£0	£2,520	£529	£1,445	£765	£0
Marsden, Mr Gordon	£9,010	£0	£23,028	£77,107	£0	£0	£2,058	£11,444	£0	£0	£109	£819	£2,631	£1,200	£0
Marshall-Andrews, Mr Robert	£18,469	£0	£12,720	£84,211	£598	£0	£231	£0	£0	£0	£0	£631	£1,905	£1,065	£0
Martlew, Mr Eric	£20,889	£0	£20,548	£75,905	£3,299	£0	£6,822	£815	£152	£0	£0	£713	£1,157	£942	£0
Martin, Rt Hon Michael J.	£17,346	£0	£7,595	£41,201	£3,138	£0	£0	£10,587	£200	£0	£0	£196	£1,280	£743	£0
Mates, Rt Hon Michael	£22,110	£0	£20,399	£82,286	£3,886	£0	£210	£0	£0	£0	£547	£380	£958	£1,226	£0
Maude, Rt Hon Francis	£22,110	£0	£19,789	£74,735	£1,562	£0	£1,499	£0	£0	£0	£0	£665	£999	£975	£0
May, Rt Hon Theresa	£5,939	£0	£19,078	£80,695	£1,574	£0	£1,198	£578	£0	£0	£0	£859	£1,360	£1,767	£0
